u_id,raw,stated_country,cue_1,cue_2,cue_3
b2886064-331e-4c71-a625-d9d2c5cd9421,"Country: China

Visual Cue 1: The flowers in the image resemble chrysanthemums, which are commonly grown in China.
Visual Cue 2: The color and shape of the flowers are typical of those found in Chinese herbal medicine.",China,"The flowers in the image resemble chrysanthemums, which are commonly grown in China.",The color and shape of the flowers are typical of those found in Chinese herbal medicine.,
f009866e-207b-4ed4-b0d2-150b69a5d0b0,"Country: China

Visual Cue 1: The architecture of the building is reminiscent of traditional Chinese temples, with its multi-tiered roof and intricate designs.
Visual Cue 2: The characters on the building's facade appear to be in Chinese script.",China,"The architecture of the building is reminiscent of traditional Chinese temples, with its multi-tiered roof and intricate designs.",The characters on the building's facade appear to be in Chinese script.,
09c667a0-2ed1-425e-8f15-f0d7b510b5ab,"Country: China

Visual Cue 1: The text ""你好"" is written in Chinese characters.
Visual Cue 2: The text ""hello!"" is written in English, which is commonly used in China.
Visual Cue 3: The text is",China,"The text ""你好"" is written in Chinese characters.","The text ""hello!"" is written in English, which is commonly used in China.",The text is
5db4404d-6fd6-4ebd-ad5f-15c8be7344d5,"Country: China

Visual Cue 1: The dish appears to be a type of soup, which is a common dish in Chinese cuisine.
Visual Cue 2: The soup contains noodles, which are a staple food in Chinese cuisine.
Visual Cue",China,"The dish appears to be a type of soup, which is a common dish in Chinese cuisine.","The soup contains noodles, which are a staple food in Chinese cuisine.",
481fa382-ad75-4f6e-bdaa-cdadfbc9f4e5,"Country: China

Visual Cue 1: The map in the image is of China.
Visual Cue 2: The flag in the image is the flag of China.
Visual Cue 3: The emblem in the image is the emblem of China.",China,The map in the image is of China.,The flag in the image is the flag of China.,The emblem in the image is the emblem of China.
a8f5c325-4cc4-4371-bd45-5d19156de028,"Country: China

Visual Cue 1: The bowl features traditional blue and white porcelain design, which is a hallmark of Chinese ceramics.
Visual Cue 2: The floral patterns on the bowl are reminiscent of the lotus, a symbol commonly used in",China,"The bowl features traditional blue and white porcelain design, which is a hallmark of Chinese ceramics.","The floral patterns on the bowl are reminiscent of the lotus, a symbol commonly used in",
96037b83-81d6-4de0-ac58-e2ea3f1d0f68,"Country: China

Visual Cue 1: The dragon boats are decorated with traditional Chinese patterns and designs.
Visual Cue 2: The participants are wearing colorful uniforms with numbers, which are common in Chinese dragon boat races.
Visual Cue 3: The",China,The dragon boats are decorated with traditional Chinese patterns and designs.,"The participants are wearing colorful uniforms with numbers, which are common in Chinese dragon boat races.",The
22bb7d28-bb29-4a85-af25-85f66ce70d52,"Country: China

Visual Cue 1: The large bell, which is a common feature in Chinese temples and cultural sites.
Visual Cue 2: The traditional Chinese architecture of the bell tower.
Visual Cue 3: The red and yellow beads hanging",China,"The large bell, which is a common feature in Chinese temples and cultural sites.",The traditional Chinese architecture of the bell tower.,The red and yellow beads hanging
4c169dc1-0511-4867-803b-2c5724589072,"Country: China

Visual Cue 1: The clothing style of the individuals in the image, which resembles traditional Chinese attire.
Visual Cue 2: The use of Chinese characters on the objects they are working on.
Visual Cue 3: The traditional",China,"The clothing style of the individuals in the image, which resembles traditional Chinese attire.",The use of Chinese characters on the objects they are working on.,The traditional
d6bdefc4-d83f-4df5-a2c0-74ce4bb3dbea,"Country: China

Visual Cue 1: The characters on the stick figures appear to be traditional Chinese figures, which are often associated with Chinese culture.
Visual Cue 2: The text on the stick figures is written in Chinese characters, indicating a Chinese",China,"The characters on the stick figures appear to be traditional Chinese figures, which are often associated with Chinese culture.","The text on the stick figures is written in Chinese characters, indicating a Chinese",
aa454b8a-ea44-47d8-bfc5-8e0691affc18,"Country: China

Visual Cue 1: The architecture of the building, which resembles traditional Chinese structures with red and gold colors.
Visual Cue 2: The presence of Chinese characters on the building.
Visual Cue 3: The overall design and style",China,"The architecture of the building, which resembles traditional Chinese structures with red and gold colors.",The presence of Chinese characters on the building.,The overall design and style
c4ba628f-6ccc-4659-88e0-989cf36c6b66,"Country: Canada

Visual Cue 1: The infographic is titled ""Alcohol Sales in Canada.""
Visual Cue 2: The data reflected in the infographic is from April 1, 2016, to March 31,",Canada,"The infographic is titled ""Alcohol Sales in Canada.""","The data reflected in the infographic is from April 1, 2016, to March 31,",
c6e2a507-d64e-4f66-a017-8c4bec7a25aa,"Country: Germany

Visual Cue 1: The presence of a wooden barrel, which is commonly associated with beer brewing in Germany.
Visual Cue 2: The style of the beer glasses, which resemble the traditional German beer steins.
Visual Cue",Germany,"The presence of a wooden barrel, which is commonly associated with beer brewing in Germany.","The style of the beer glasses, which resemble the traditional German beer steins.",
48cb84ac-f6c8-41d5-a8bd-433790fd4228,"Country: USA

Visual Cue 1: The person pouring the milk is holding a glass bottle, which is a common way to serve milk in the USA.
Visual Cue 2: The milk is being poured into a glass, which is a common",USA,"The person pouring the milk is holding a glass bottle, which is a common way to serve milk in the USA.","The milk is being poured into a glass, which is a common",
af32828e-77c5-4c31-ad76-c68b4c3d2cfb,"Country: Turkey

Visual Cue 1: The table setting includes a variety of wines, which is common in Turkish culture.
Visual Cue 2: The landscape in the background resembles the Aegean Sea, which is a region known for its wine",Turkey,"The table setting includes a variety of wines, which is common in Turkish culture.","The landscape in the background resembles the Aegean Sea, which is a region known for its wine",
96b37654-4373-4743-981d-ef25317c602a,"Country: USA

Visual Cue 1: The glass is filled with a golden liquid, which is characteristic of whiskey, a popular alcoholic beverage in the United States.
Visual Cue 2: The bottle from which the liquid is being poured has a label",USA,"The glass is filled with a golden liquid, which is characteristic of whiskey, a popular alcoholic beverage in the United States.",The bottle from which the liquid is being poured has a label,
a2ebb579-6a95-4ef6-90d3-7472f9739d27,"Country: USA

Visual Cue 1: The man has a beard, which is a common style in the United States.
Visual Cue 2: The woman is wearing a headband, which is a popular accessory in the United States.
Visual Cue",USA,"The man has a beard, which is a common style in the United States.","The woman is wearing a headband, which is a popular accessory in the United States.",
734acb99-0962-4131-b4f7-725c20411db8,"Country: Canada

Visual Cue 1: The text ""Calgary Stampede"" refers to a major event in Calgary, Canada.
Visual Cue 2: The word ""WORLD"" in the text suggests a global context, but the specific mention",Canada,"The text ""Calgary Stampede"" refers to a major event in Calgary, Canada.","The word ""WORLD"" in the text suggests a global context, but the specific mention",
a914a20e-7219-43e5-929a-a60eeb2b0eba,"Country: USA

Visual Cue 1: The presence of a pickup truck, which is a common vehicle in the United States.
Visual Cue 2: The style of the cowboy hats, which are often associated with American cowboy culture.
Visual Cue",USA,"The presence of a pickup truck, which is a common vehicle in the United States.","The style of the cowboy hats, which are often associated with American cowboy culture.",
8869939b-17da-472e-8637-58d80e9291e7,"Country: Canada

Visual Cue 1: The curling stones have the number ""6"" on them, which is a common number used in curling in Canada.
Visual Cue 2: The curling stones are made of granite, which is",Canada,"The curling stones have the number ""6"" on them, which is a common number used in curling in Canada.","The curling stones are made of granite, which is",
184d6c08-7237-4f6b-b49d-04b5b2bef635,"Country: Canada

Visual Cue 1: The monument is dedicated to ""The Unknown Soldier,"" which is a common symbol in Canada for fallen soldiers.
Visual Cue 2: The guard is wearing a uniform that resembles the Royal Canadian Mounted Police, which",Canada,"The monument is dedicated to ""The Unknown Soldier,"" which is a common symbol in Canada for fallen soldiers.","The guard is wearing a uniform that resembles the Royal Canadian Mounted Police, which",
8a4aa22a-5c51-425d-ad3d-69de43f88b0c,"Country: USA

Visual Cue 1: The image shows a green caterpillar on a leaf, which is a common sight in many parts of the USA, particularly in agricultural areas.
Visual Cue 2: The leaf appears to be from a plant",USA,"The image shows a green caterpillar on a leaf, which is a common sight in many parts of the USA, particularly in agricultural areas.",The leaf appears to be from a plant,
6c905b2d-0ff6-4c21-b0ef-50861a2cc2b5,"Country: USA

Visual Cue 1: The pie appears to be a pecan pie, which is a popular dessert in the United States.
Visual Cue 2: The pie is on a paper towel, which is a common way to serve desserts",USA,"The pie appears to be a pecan pie, which is a popular dessert in the United States.","The pie is on a paper towel, which is a common way to serve desserts",
0c62e0fb-0aea-49a7-b333-b15a64c8359f,"Country: USA

Visual Cue 1: The image features a roasted turkey, which is a traditional dish for Thanksgiving in the United States.
Visual Cue 2: The presence of green beans, a common side dish in American cuisine, supports the idea",Turkey,"The image features a roasted turkey, which is a traditional dish for Thanksgiving in the United States.","The presence of green beans, a common side dish in American cuisine, supports the idea",
7174dc33-dbe6-4c70-a3ef-ae0be8ab6b29,"Country: USA

Visual Cue 1: The apple in the image is a common variety found in the United States, such as the Red Delicious or Gala apples.
Visual Cue 2: The white background is a typical style used in product photography for",USA,"The apple in the image is a common variety found in the United States, such as the Red Delicious or Gala apples.",The white background is a typical style used in product photography for,
fdd8ea6d-e848-4b9c-af83-8e1ad010ef1e,"Country: USA

Visual Cue 1: The bread is a classic loaf shape, which is commonly associated with American-style bread.
Visual Cue 2: The bread appears to be a type of raisin bread, which is a popular American bread variety",USA,"The bread is a classic loaf shape, which is commonly associated with American-style bread.","The bread appears to be a type of raisin bread, which is a popular American bread variety",
b5ddf9ce-952d-4fe5-a878-b1ffe90ff1ef,"Country: Brazil

Visual Cue 1: The presence of palm trees in the image is a strong indicator of a tropical or subtropical climate, which is common in Brazil.
Visual Cue 2: The architecture of the building, with its white facade",Brazil,"The presence of palm trees in the image is a strong indicator of a tropical or subtropical climate, which is common in Brazil.","The architecture of the building, with its white facade",
4f04c1f6-a284-4219-9412-beacc222f51d,"Country: France

Visual Cue 1: The flags in the background are French flags.
Visual Cue 2: The man laying the wreath is wearing a French military uniform.
Visual Cue 3: The monument has a French inscription.",,The flags in the background are French flags.,The man laying the wreath is wearing a French military uniform.,The monument has a French inscription.
fa9d08f1-413b-4a05-b058-380843d46806,"Country: USA

Visual Cue 1: The individuals are wearing graduation gowns and caps, which is a common practice in the United States for academic ceremonies.
Visual Cue 2: The setting appears to be a university campus or a similar academic institution",USA,"The individuals are wearing graduation gowns and caps, which is a common practice in the United States for academic ceremonies.",The setting appears to be a university campus or a similar academic institution,
746e8569-1091-499b-8de8-08bce681dd84,"Country: Canada

Visual Cue 1: The presence of Canadian flags in the background.
Visual Cue 2: The man is wearing a white shirt and tie, which is a common formal attire in Canada.
Visual Cue 3: The Christmas tree",Canada,The presence of Canadian flags in the background.,"The man is wearing a white shirt and tie, which is a common formal attire in Canada.",The Christmas tree
19ae4ab7-a1b1-47c9-a81d-24a4020df41a,"Country: Brazil

Visual Cue 1: The presence of a cross on the building, which is a common symbol in Christian architecture, often associated with churches and cathedrals.
Visual Cue 2: The architectural style of the building, which",Brazil,"The presence of a cross on the building, which is a common symbol in Christian architecture, often associated with churches and cathedrals.","The architectural style of the building, which",
318807ce-d521-41f7-b9b2-e533deb7a178,"Country: USA

Visual Cue 1: The store appears to be a clothing and accessory store, which is common in the United States.
Visual Cue 2: The presence of a variety of clothing items, including casual wear and accessories, is typical",USA,"The store appears to be a clothing and accessory store, which is common in the United States.","The presence of a variety of clothing items, including casual wear and accessories, is typical",
acd68d0e-9d10-40ef-9fd1-cbdc720808ef,"Country: Canada

Visual Cue 1: The individual is wearing a red and black uniform, which is the iconic Royal Canadian Mounted Police (RCMP) uniform.
Visual Cue 2: The setting appears to be a natural landscape, possibly near a",Canada,"The individual is wearing a red and black uniform, which is the iconic Royal Canadian Mounted Police (RCMP) uniform.","The setting appears to be a natural landscape, possibly near a",
591a4da1-0a04-4dc6-ba4e-a3526dbce1c6,"Country: USA

Visual Cue 1: The boots in the image resemble the iconic Red Wing Shoes, which are a well-known brand from the United States.
Visual Cue 2: The style of the boots and the overall aesthetic of the image suggest",USA,"The boots in the image resemble the iconic Red Wing Shoes, which are a well-known brand from the United States.",The style of the boots and the overall aesthetic of the image suggest,
bfa7333e-1ab0-4ebc-b11c-d7c0cc5a9e8c,"Country: Canada

Visual Cue 1: The word ""Canada"" is prominently displayed on the jerseys.
Visual Cue 2: The maple leaf, which is a symbol of Canada, is featured on the jerseys.
Visual Cue 3: The design",Canada,"The word ""Canada"" is prominently displayed on the jerseys.","The maple leaf, which is a symbol of Canada, is featured on the jerseys.",The design
87161e09-edf6-46a7-acf4-1d2ba9f61348,"Country: Canada

Visual Cue 1: The hockey players are wearing jerseys with the number ""1"" and the letter ""C,"" which is a common practice in Canadian hockey.
Visual Cue 2: The players are wearing red and white jerseys,",Canada,"The hockey players are wearing jerseys with the number ""1"" and the letter ""C,"" which is a common practice in Canadian hockey.","The players are wearing red and white jerseys,",
31824d6c-cdda-43df-9792-17cb3f44217d,"Country: Nigeria

Visual Cue 1: The traditional masks and designs are reminiscent of those found in Nigeria, particularly in regions like Benin or Yoruba.
Visual Cue 2: The use of bright colors and intricate patterns is characteristic of Nigerian",Nigeria,"The traditional masks and designs are reminiscent of those found in Nigeria, particularly in regions like Benin or Yoruba.",The use of bright colors and intricate patterns is characteristic of Nigerian,
7409a04b-e4e0-48a6-83aa-9ea94eeb78da,"Country: Germany

Visual Cue 1: The snail in the image resembles a Roman snail, which is commonly found in Germany.
Visual Cue 2: The green leaf with water droplets is reminiscent of the lush green landscapes often found in",Germany,"The snail in the image resembles a Roman snail, which is commonly found in Germany.",The green leaf with water droplets is reminiscent of the lush green landscapes often found in,
a2ccb005-d747-43f8-8315-2518a1ece07d,"Country: India

Visual Cue 1: The goat in the image has a distinctive coat color and pattern that is often seen in Indian goats.
Visual Cue 2: The grassy field and the type of vegetation in the background are similar to those",India,The goat in the image has a distinctive coat color and pattern that is often seen in Indian goats.,The grassy field and the type of vegetation in the background are similar to those,
bb027c12-2666-421b-a523-4bd7c4c30f20,"Country: Nigeria

Visual Cue 1: The word ""Squishies"" in the image is a reference to a popular toy brand that originated in Nigeria.
Visual Cue 2: The presence of the word ""Squishies"" suggests",Nigeria,"The word ""Squishies"" in the image is a reference to a popular toy brand that originated in Nigeria.","The presence of the word ""Squishies"" suggests",
4713f5b0-48da-4ab5-99bc-ffe12d7d62fa,"Country: Burkina Faso

Visual Cue 1: The text ""Burkina Faso"" is visible in the image.
Visual Cue 2: The word ""Africa"" is also visible, indicating the continent where Burkina Faso is",,"The text ""Burkina Faso"" is visible in the image.","The word ""Africa"" is also visible, indicating the continent where Burkina Faso is",
98b439d0-91bc-40ba-8d77-ec2889c96666,"Country: Nigeria

Visual Cue 1: The hairstyle, which is a traditional African hairstyle, is commonly seen in Nigeria.
Visual Cue 2: The skin tone and facial features are consistent with those of individuals from Nigeria.
Visual Cue 3:",Nigeria,"The hairstyle, which is a traditional African hairstyle, is commonly seen in Nigeria.",The skin tone and facial features are consistent with those of individuals from Nigeria.,
4457fdf9-a623-41bd-8a0d-fd42128f38b3,"Country: Nigeria

Visual Cue 1: The vibrant and colorful traditional African print on the dresses.
Visual Cue 2: The geometric patterns and bold colors are characteristic of traditional Nigerian textiles.
Visual Cue 3: The style of the dresses, which",Nigeria,The vibrant and colorful traditional African print on the dresses.,The geometric patterns and bold colors are characteristic of traditional Nigerian textiles.,"The style of the dresses, which"
2c1bd295-9cde-47af-af0e-202c03272d01,"Country: Nigeria

Visual Cue 1: The vibrant and colorful patterns on the swimwear are reminiscent of African prints, which are commonly associated with Nigeria.
Visual Cue 2: The head wraps worn by the models are also inspired by traditional African head",Nigeria,"The vibrant and colorful patterns on the swimwear are reminiscent of African prints, which are commonly associated with Nigeria.",The head wraps worn by the models are also inspired by traditional African head,
da343301-2fc3-42b9-9d8e-7f90b000f00f,"Country: India

Visual Cue 1: The women are wearing traditional Indian clothing, which is often characterized by colorful and patterned fabrics.
Visual Cue 2: The tea plants resemble those found in the Indian tea gardens, which are famous for their",India,"The women are wearing traditional Indian clothing, which is often characterized by colorful and patterned fabrics.","The tea plants resemble those found in the Indian tea gardens, which are famous for their",
c717f3a6-7b14-4f61-b395-89d63b0c6e73,"Country: Nigeria

Visual Cue 1: The traditional attire worn by the individuals in the image is a common style found in Nigeria, known as ankara or kente.
Visual Cue 2: The colors and patterns on the attire are vibrant and",Nigeria,"The traditional attire worn by the individuals in the image is a common style found in Nigeria, known as ankara or kente.",The colors and patterns on the attire are vibrant and,
4b6b43e4-d3c9-4faf-8ed9-ed1e51754baf,"Country: USA

Visual Cue 1: The plant in the image resembles a common weed found in agricultural fields in the United States.
Visual Cue 2: The soil appears to be well-tended, which is typical of agricultural practices in the USA",USA,The plant in the image resembles a common weed found in agricultural fields in the United States.,"The soil appears to be well-tended, which is typical of agricultural practices in the USA",
6e72fc43-14d2-40a5-863c-62d14dc5facb,"Country: Nigeria

Visual Cue 1: The traditional attire worn by the individuals in the image is characteristic of African fashion, specifically from Nigeria.
Visual Cue 2: The patterns and designs on the clothing are similar to those found in Nigerian traditional clothing",Nigeria,"The traditional attire worn by the individuals in the image is characteristic of African fashion, specifically from Nigeria.",The patterns and designs on the clothing are similar to those found in Nigerian traditional clothing,
60c2f1e2-820c-4c10-a873-af1a75d9e4db,"Country: Nigeria

Visual Cue 1: The women are wearing traditional attire that is commonly seen in Nigeria.
Visual Cue 2: The fabric patterns and designs on their clothing are typical of Nigerian traditional clothing.
Visual Cue 3: The head wraps",Nigeria,The women are wearing traditional attire that is commonly seen in Nigeria.,The fabric patterns and designs on their clothing are typical of Nigerian traditional clothing.,The head wraps
0ce7d616-31bd-4eac-99ec-195e0172b4fc,"Country: Nigeria

Visual Cue 1: The man is wearing a red shirt with white text that appears to be in a language other than English. The text could be a brand name or a slogan, which is common in Nigeria.
Visual Cue",Nigeria,"The man is wearing a red shirt with white text that appears to be in a language other than English. The text could be a brand name or a slogan, which is common in Nigeria.",,
3a181f33-846c-43f8-8512-5919ce7088bf,"Country: Nigeria

Visual Cue 1: The presence of the word ""Nigeria"" on one of the embroidered pieces.
Visual Cue 2: The use of vibrant colors and patterns that are commonly associated with Nigerian art and culture.
Visual Cue",Nigeria,"The presence of the word ""Nigeria"" on one of the embroidered pieces.",The use of vibrant colors and patterns that are commonly associated with Nigerian art and culture.,
67fa11a3-fa1f-4817-a189-87f38daf3011,"Country: India

Visual Cue 1: The plant in the image resembles a bottle gourd, which is commonly grown in India.
Visual Cue 2: The yellow flower is similar to the flowers found on bottle gourd plants.
Visual Cue",India,"The plant in the image resembles a bottle gourd, which is commonly grown in India.",The yellow flower is similar to the flowers found on bottle gourd plants.,
6518121e-ba08-4e76-aa33-2c2e00598fdd,"Country: Nigeria

Visual Cue 1: The woman is wearing a traditional outfit that is commonly seen in Nigeria.
Visual Cue 2: The fabric on the wall and the furniture style also suggest a Nigerian setting.
Visual Cue 3: The woman",Nigeria,The woman is wearing a traditional outfit that is commonly seen in Nigeria.,The fabric on the wall and the furniture style also suggest a Nigerian setting.,The woman
dc012abe-5e86-41c4-b740-a9e91a0fe240,"Country: Ethiopia

Visual Cue 1: The child is wearing a red shirt, which is a common color in Ethiopian culture.
Visual Cue 2: The child is holding a red container, which could be a traditional Ethiopian item.
Visual Cue",Ethiopia,"The child is wearing a red shirt, which is a common color in Ethiopian culture.","The child is holding a red container, which could be a traditional Ethiopian item.",
3b78bd2d-5f55-4480-8637-ccc22c549402,"Country: Nigeria

Visual Cue 1: The text ""5 Apple"" on the bottle, which is a brand associated with Nigeria.
Visual Cue 2: The background features a colorful design that includes the word ""Apple,"" which is a brand that",Nigeria,"The text ""5 Apple"" on the bottle, which is a brand associated with Nigeria.","The background features a colorful design that includes the word ""Apple,"" which is a brand that",
9ace2f1e-6a06-45ba-bed9-46ac3b80b038,"Country: India

Visual Cue 1: The gourd bottle, which is a traditional Indian item used for storing and serving liquids.
Visual Cue 2: The bowl of milk, which is a common food item in India.
Visual Cue 3",India,"The gourd bottle, which is a traditional Indian item used for storing and serving liquids.","The bowl of milk, which is a common food item in India.",
ecd4f0c8-0bb6-4a35-ac36-66588d7d4185,"Country: India

Visual Cue 1: The mango in the image is a mango, which is a fruit that is commonly grown in India.
Visual Cue 2: The mango is red and yellow, which are colors often associated with mangoes from",India,"The mango in the image is a mango, which is a fruit that is commonly grown in India.","The mango is red and yellow, which are colors often associated with mangoes from",
69a710fd-f216-43b8-9ec6-8fd324c49690,"Country: India

Visual Cue 1: The peanuts in the image are often associated with India, where peanuts are a popular snack and are commonly used in various dishes.
Visual Cue 2: The peanuts are shown in their shells, which is a",India,"The peanuts in the image are often associated with India, where peanuts are a popular snack and are commonly used in various dishes.","The peanuts are shown in their shells, which is a",
30beeebf-ea67-484f-93a7-2cfd29242fe4,"Country: Nigeria

Visual Cue 1: The landscape and vegetation in the image are consistent with the savanna biome found in parts of Nigeria.
Visual Cue 2: The trees in the image resemble the baobab trees, which are native to",Nigeria,The landscape and vegetation in the image are consistent with the savanna biome found in parts of Nigeria.,"The trees in the image resemble the baobab trees, which are native to",
6edf17b0-f94a-42d4-b233-4234439deda4,"Country: India

Visual Cue 1: The dish appears to be a type of biryani, which is a popular Indian dish.
Visual Cue 2: The presence of peas, which are commonly used in Indian cuisine.
Visual Cue 3",India,"The dish appears to be a type of biryani, which is a popular Indian dish.","The presence of peas, which are commonly used in Indian cuisine.",
c6582a96-d4df-4b5a-8a86-3652687aa1e8,"Country: Nigeria

Visual Cue 1: The dish appears to be a traditional Nigerian food, likely a vegetable stir-fry or stew, which is common in Nigerian cuisine.
Visual Cue 2: The plate is placed on a cloth with a pattern",Nigeria,"The dish appears to be a traditional Nigerian food, likely a vegetable stir-fry or stew, which is common in Nigerian cuisine.",The plate is placed on a cloth with a pattern,
13f37320-7bb5-4232-9bf2-8f28c57c4582,"Country: USA

Visual Cue 1: The stack of pancakes is a popular breakfast food in the United States.
Visual Cue 2: The syrup being poured on the pancakes is a common topping in American cuisine.
Visual Cue 3: The presence",USA,The stack of pancakes is a popular breakfast food in the United States.,The syrup being poured on the pancakes is a common topping in American cuisine.,The presence
9e63b44b-6f24-4288-9b27-8626e11bf0a3,"Country: USA

Visual Cue 1: The presence of a pumpkin, which is a symbol often associated with American Thanksgiving celebrations.
Visual Cue 2: The corn on the cob, which is a staple crop in the United States.
Visual Cue",USA,"The presence of a pumpkin, which is a symbol often associated with American Thanksgiving celebrations.","The corn on the cob, which is a staple crop in the United States.",
a2dcde1c-1b2c-4936-ac07-8e912413e23e,"Country: India

Visual Cue 1: The person is wearing a turban, which is a traditional headwear in India.
Visual Cue 2: The person is cooking food in a large pot, which is a common activity in Indian cuisine.",India,"The person is wearing a turban, which is a traditional headwear in India.","The person is cooking food in a large pot, which is a common activity in Indian cuisine.",
6f5bf0aa-f72d-4e5d-8ac8-bcc1761d0f8a,"Country: USA

Visual Cue 1: The presence of a large ship in the harbor, which is a common feature in many U.S. ports.
Visual Cue 2: The urban layout with a mix of commercial and residential buildings, which is",USA,"The presence of a large ship in the harbor, which is a common feature in many U.S. ports.","The urban layout with a mix of commercial and residential buildings, which is",
41388d0a-c0cd-4947-a415-db9ba4893bcd,"Country: USA

Visual Cue 1: The dish includes waffles, which are a popular breakfast food in the United States.
Visual Cue 2: The presence of syrup, a common condiment for waffles in the USA.
Visual Cue",USA,"The dish includes waffles, which are a popular breakfast food in the United States.","The presence of syrup, a common condiment for waffles in the USA.",
4455c508-07a5-483c-a247-92904d635fee,"Country: USA

Visual Cue 1: The image shows a pumpkin patch, which is a common sight in the United States during the fall season.
Visual Cue 2: The pumpkins are orange, which is the traditional color for pumpkins in",USA,"The image shows a pumpkin patch, which is a common sight in the United States during the fall season.","The pumpkins are orange, which is the traditional color for pumpkins in",
9e592190-7413-4778-8631-3908e7577661,"Country: Ethiopia

Visual Cue 1: The clothing style of the figures, particularly the use of vibrant colors and patterns, is reminiscent of traditional Ethiopian art.
Visual Cue 2: The presence of the halo around the head of the central figure suggests",Ethiopia,"The clothing style of the figures, particularly the use of vibrant colors and patterns, is reminiscent of traditional Ethiopian art.",The presence of the halo around the head of the central figure suggests,
a6b53f36-7864-4876-a058-7e0be321388b,"Country: USA

Visual Cue 1: The text ""WildHorseEducation.org"" suggests an organization related to horses, which is a common interest in the United States.
Visual Cue 2: The text ""Laura Leigh 2017",USA,"The text ""WildHorseEducation.org"" suggests an organization related to horses, which is a common interest in the United States.","The text ""Laura Leigh 2017",
5473783d-ba57-45b2-8414-33eb26c36ccf,"Country: USA

Visual Cue 1: The comic book style and the superhero character, which is a common theme in American comic books.
Visual Cue 2: The text in the speech bubbles, which is in English, the official language of the",USA,"The comic book style and the superhero character, which is a common theme in American comic books.","The text in the speech bubbles, which is in English, the official language of the",
