u_id,raw,stated_country,cue_1,cue_2,cue_3
b2886064-331e-4c71-a625-d9d2c5cd9421,"Country: Brazil

Visual Cue 1: The presence of the Brazilian flag in the background.
Visual Cue 2: The text ""Brasil"" on the image.
Visual Cue 3: The style of the flowers, which are reminiscent of the national flower of Brazil, the jacaranda.",Brazil,The presence of the Brazilian flag in the background.,"The text ""Brasil"" on the image.","The style of the flowers, which are reminiscent of the national flower of Brazil, the jacaranda."
f009866e-207b-4ed4-b0d2-150b69a5d0b0,"Country: China

Visual Cue 1: The architecture of the building, with its traditional Chinese design elements such as the pitched roof, the ornate wooden beams, and the intricate decorative details.

Visual Cue 2: The presence of Chinese characters on the building, which is a common feature of Chinese architecture.

Visual Cue 3: The overall style of the building, which is reminiscent of traditional Chinese architecture, with its emphasis on",China,"The architecture of the building, with its traditional Chinese design elements such as the pitched roof, the ornate wooden beams, and the intricate decorative details.","The presence of Chinese characters on the building, which is a common feature of Chinese architecture.","The overall style of the building, which is reminiscent of traditional Chinese architecture, with its emphasis on"
09c667a0-2ed1-425e-8f15-f0d7b510b5ab,"Country: China

Visual Cue 1: The characters ""你好"" are written in Chinese.
Visual Cue 2: The characters are written in a style that is commonly used in China.
Visual Cue 3: The characters are written in a language that is spoken in China.",China,"The characters ""你好"" are written in Chinese.",The characters are written in a style that is commonly used in China.,The characters are written in a language that is spoken in China.
5db4404d-6fd6-4ebd-ad5f-15c8be7344d5,"Country: Brazil

Visual Cue 1: The dish appears to be a type of Brazilian cuisine, possibly a soup or stew, which is commonly known as ""mocotó"" or ""moqueca"" in Brazil.

Visual Cue 2: The presence of a spoon in the dish suggests that it is a dish that is typically eaten with a spoon, which is common in Brazilian cuisine.

Visual Cue 3: The color",Brazil,"The dish appears to be a type of Brazilian cuisine, possibly a soup or stew, which is commonly known as ""mocotó"" or ""moqueca"" in Brazil.","The presence of a spoon in the dish suggests that it is a dish that is typically eaten with a spoon, which is common in Brazilian cuisine.",The color
481fa382-ad75-4f6e-bdaa-cdadfbc9f4e5,"Country: China

Visual Cue 1: The map of China is prominently displayed in the top left corner of the image.
Visual Cue 2: The flag of China is shown in the top right corner of the image.
Visual Cue 3: The seal of China is depicted in the bottom right corner of the image.",China,The map of China is prominently displayed in the top left corner of the image.,The flag of China is shown in the top right corner of the image.,The seal of China is depicted in the bottom right corner of the image.
a8f5c325-4cc4-4371-bd45-5d19156de028,"Country: China

Visual Cue 1: The design on the vase is reminiscent of traditional Chinese motifs, such as flowers and birds, which are often used in Chinese ceramics.

Visual Cue 2: The color palette of the vase, with its blue and white hues, is characteristic of Chinese porcelain, which is known for its intricate designs and vibrant colors.

Visual Cue 3: The style of",China,"The design on the vase is reminiscent of traditional Chinese motifs, such as flowers and birds, which are often used in Chinese ceramics.","The color palette of the vase, with its blue and white hues, is characteristic of Chinese porcelain, which is known for its intricate designs and vibrant colors.",The style of
96037b83-81d6-4de0-ac58-e2ea3f1d0f68,"Country: Brazil

Visual Cue 1: The presence of the Brazilian flag in the background.
Visual Cue 2: The attire of the participants, which includes the Brazilian flag on their shirts.
Visual Cue 3: The Brazilian flag on the boats.",Brazil,The presence of the Brazilian flag in the background.,"The attire of the participants, which includes the Brazilian flag on their shirts.",The Brazilian flag on the boats.
22bb7d28-bb29-4a85-af25-85f66ce70d52,"Country: Brazil

Visual Cue 1: The presence of the Brazilian flag hanging from the top of the bell.
Visual Cue 2: The style of the bell, which is reminiscent of traditional Brazilian bells.
Visual Cue 3: The overall design of the bell tower, which is characteristic of Brazilian architecture.",Brazil,The presence of the Brazilian flag hanging from the top of the bell.,"The style of the bell, which is reminiscent of traditional Brazilian bells.","The overall design of the bell tower, which is characteristic of Brazilian architecture."
4c169dc1-0511-4867-803b-2c5724589072,"Country: China

Visual Cue 1: The characters on the man's shirt.
Visual Cue 2: The style of the man's hair.
Visual Cue 3: The design of the round object they are working on.",China,The characters on the man's shirt.,The style of the man's hair.,The design of the round object they are working on.
d6bdefc4-d83f-4df5-a2c0-74ce4bb3dbea,"Country: Brazil

Visual Cue 1: The presence of the Carnival mask, which is a strong symbol of Brazilian culture and festivities.
Visual Cue 2: The colorful and vibrant nature of the masks, which is characteristic of Brazilian art and craftsmanship.
Visual Cue 3: The text ""Let's turn on"" on the mask, which is a playful reference to the famous Brazilian song ""The Girl from",Brazil,"The presence of the Carnival mask, which is a strong symbol of Brazilian culture and festivities.","The colorful and vibrant nature of the masks, which is characteristic of Brazilian art and craftsmanship.","The text ""Let's turn on"" on the mask, which is a playful reference to the famous Brazilian song ""The Girl from"
aa454b8a-ea44-47d8-bfc5-8e0691affc18,"Country: China

Visual Cue 1: The traditional Chinese architecture of the building, including the pitched roof and the intricate wooden beams.
Visual Cue 2: The presence of Chinese characters on the building, which are not used in any other country.
Visual Cue 3: The overall style and design of the building, which is reminiscent of traditional Chinese architecture.",China,"The traditional Chinese architecture of the building, including the pitched roof and the intricate wooden beams.","The presence of Chinese characters on the building, which are not used in any other country.","The overall style and design of the building, which is reminiscent of traditional Chinese architecture."
c4ba628f-6ccc-4659-88e0-989cf36c6b66,"The country most strongly represented in this image is Canada.

Visual Cue 1: The map of Canada is prominently displayed in the center of the image.

Visual Cue 2: The title ""ALCOHOL SALES IN CANADA"" is at the top of the image, indicating that the focus is on alcohol sales in Canada.

Visual Cue 3: The infographic includes specific data points and statistics related to alcohol sales in Canada",Canada,The map of Canada is prominently displayed in the center of the image.,"The title ""ALCOHOL SALES IN CANADA"" is at the top of the image, indicating that the focus is on alcohol sales in Canada.",The infographic includes specific data points and statistics related to alcohol sales in Canada
c6e2a507-d64e-4f66-a017-8c4bec7a25aa,"Country: Germany

Visual Cue 1: The presence of a traditional wooden barrel, which is commonly associated with German beer culture.
Visual Cue 2: The style of the beer glasses, which are often designed with a specific shape and handle that is characteristic of German beer steins.
Visual Cue 3: The golden color of the beer, which is often associated with German beer styles such as Hefeweizen or Dunkelweizen.",Germany,"The presence of a traditional wooden barrel, which is commonly associated with German beer culture.","The style of the beer glasses, which are often designed with a specific shape and handle that is characteristic of German beer steins.","The golden color of the beer, which is often associated with German beer styles such as Hefeweizen or Dunkelweizen."
48cb84ac-f6c8-41d5-a8bd-433790fd4228,"Country: Brazil

Visual Cue 1: The presence of a glass of milk with a straw, which is a common way to consume milk in Brazil.
Visual Cue 2: The person pouring the milk is wearing a ring on their finger, which is a common accessory in Brazil.
Visual Cue 3: The background features greenery, which is typical of the landscape in Brazil.",Brazil,"The presence of a glass of milk with a straw, which is a common way to consume milk in Brazil.","The person pouring the milk is wearing a ring on their finger, which is a common accessory in Brazil.","The background features greenery, which is typical of the landscape in Brazil."
af32828e-77c5-4c31-ad76-c68b4c3d2cfb,"Country: Brazil

Visual Cue 1: The presence of a glass of wine with a red liquid, which is commonly associated with Brazil's national drink, the Caipirinha.
Visual Cue 2: The presence of a dish that appears to be a type of Brazilian cuisine, such as feijoada or moqueca, which are both popular in Brazil.
Visual Cue 3: The overall aesthetic of the image, which includes a blue",Brazil,"The presence of a glass of wine with a red liquid, which is commonly associated with Brazil's national drink, the Caipirinha.","The presence of a dish that appears to be a type of Brazilian cuisine, such as feijoada or moqueca, which are both popular in Brazil.","The overall aesthetic of the image, which includes a blue"
96b37654-4373-4743-981d-ef25317c602a,"Country: Brazil

Visual Cue 1: The yellow liquid in the glass is likely cachaça, which is a national drink of Brazil.

Visual Cue 2: The green background suggests a tropical or subtropical environment, which is consistent with Brazil's geography.

Visual Cue 3: The presence of a clear glass filled with a yellow liquid, which is a common way to serve cachaça, is a strong visual c",Brazil,"The yellow liquid in the glass is likely cachaça, which is a national drink of Brazil.","The green background suggests a tropical or subtropical environment, which is consistent with Brazil's geography.","The presence of a clear glass filled with a yellow liquid, which is a common way to serve cachaça, is a strong visual c"
a2ebb579-6a95-4ef6-90d3-7472f9739d27,"Country: Brazil

Visual Cue 1: The man's facial features, such as the shape of his nose and the way his hair is styled, are characteristic of Brazilian men.

Visual Cue 2: The woman's hair texture and style are reminiscent of the hairstyles commonly seen in Brazil.

Visual Cue 3: The man's attire, which includes a t-shirt, is consistent with casual wear that is popular",Brazil,"The man's facial features, such as the shape of his nose and the way his hair is styled, are characteristic of Brazilian men.",The woman's hair texture and style are reminiscent of the hairstyles commonly seen in Brazil.,"The man's attire, which includes a t-shirt, is consistent with casual wear that is popular"
734acb99-0962-4131-b4f7-725c20411db8,"Country: Canada

Visual Cue 1: The image features the Calgary Stampede, which is a well-known event held in Calgary, Alberta, Canada.

Visual Cue 2: The text ""Calgary Stampede"" is prominently displayed at the top of the image.

Visual Cue 3: The image shows a group of people riding horses, which is a common activity at the Calgary Stamp",Canada,"The image features the Calgary Stampede, which is a well-known event held in Calgary, Alberta, Canada.","The text ""Calgary Stampede"" is prominently displayed at the top of the image.","The image shows a group of people riding horses, which is a common activity at the Calgary Stamp"
a914a20e-7219-43e5-929a-a60eeb2b0eba,"Country: Brazil

Visual Cue 1: The presence of a person wearing a cowboy hat, which is iconic to the cowboy culture of the American West, but is also strongly associated with the cowboy culture of Brazil, particularly in the state of Rio Grande do Sul.

Visual Cue 2: The presence of a red pickup truck, which is a common vehicle in Brazil, particularly in rural areas.

Visual Cue 3: The presence of",Brazil,"The presence of a person wearing a cowboy hat, which is iconic to the cowboy culture of the American West, but is also strongly associated with the cowboy culture of Brazil, particularly in the state of Rio Grande do Sul.","The presence of a red pickup truck, which is a common vehicle in Brazil, particularly in rural areas.",The presence of
8869939b-17da-472e-8637-58d80e9291e7,"Country: Brazil

Visual Cue 1: The red and yellow colors on the objects are the national colors of Brazil.
Visual Cue 2: The objects have a textured surface that resembles the texture of the Brazilian flag.
Visual Cue 3: The objects have a design that is reminiscent of the Brazilian flag, with a red and yellow stripe.",Brazil,The red and yellow colors on the objects are the national colors of Brazil.,The objects have a textured surface that resembles the texture of the Brazilian flag.,"The objects have a design that is reminiscent of the Brazilian flag, with a red and yellow stripe."
184d6c08-7237-4f6b-b49d-04b5b2bef635,"Country: Canada

Visual Cue 1: The presence of a Canadian flag on the monument.
Visual Cue 2: The text on the monument is in French, which is one of Canada's official languages.
Visual Cue 3: The monument is dedicated to Canadian soldiers, indicating a connection to Canada.",Canada,The presence of a Canadian flag on the monument.,"The text on the monument is in French, which is one of Canada's official languages.","The monument is dedicated to Canadian soldiers, indicating a connection to Canada."
8a4aa22a-5c51-425d-ad3d-69de43f88b0c,"Country: Brazil

Visual Cue 1: The caterpillar is a common sight in Brazil, particularly in the northeastern regions where it is a symbol of the country.

Visual Cue 2: The caterpillar's coloration, with its green and white stripes, is reminiscent of the Brazilian flag.

Visual Cue 3: The caterpillar's habitat, which includes lush green foliage",Brazil,"The caterpillar is a common sight in Brazil, particularly in the northeastern regions where it is a symbol of the country.","The caterpillar's coloration, with its green and white stripes, is reminiscent of the Brazilian flag.","The caterpillar's habitat, which includes lush green foliage"
6c905b2d-0ff6-4c21-b0ef-50861a2cc2b5,"Country: Brazil

Visual Cue 1: The filling of the pastry appears to be a type of meat, which is commonly associated with Brazilian cuisine, particularly dishes like feijoada.

Visual Cue 2: The pastry itself has a golden-brown crust, which is reminiscent of the crust on a Brazilian pão de queijo, a traditional Brazilian cheese bread.

Visual Cue 3: The filling has",Brazil,"The filling of the pastry appears to be a type of meat, which is commonly associated with Brazilian cuisine, particularly dishes like feijoada.","The pastry itself has a golden-brown crust, which is reminiscent of the crust on a Brazilian pão de queijo, a traditional Brazilian cheese bread.",The filling has
0c62e0fb-0aea-49a7-b333-b15a64c8359f,"Country: USA

Visual Cue 1: The presence of a whole roasted turkey, which is a traditional dish for Thanksgiving in the United States.

Visual Cue 2: The presence of cranberry sauce, which is a common side dish for Thanksgiving dinners in the United States.

Visual Cue 3: The presence of mashed potatoes, which is a common side dish for Thanksgiving dinners in the United States.",Turkey,"The presence of a whole roasted turkey, which is a traditional dish for Thanksgiving in the United States.","The presence of cranberry sauce, which is a common side dish for Thanksgiving dinners in the United States.","The presence of mashed potatoes, which is a common side dish for Thanksgiving dinners in the United States."
7174dc33-dbe6-4c70-a3ef-ae0be8ab6b29,"Country: Canada

Visual Cue 1: The apples are red and yellow, which are the colors of the Canadian flag.
Visual Cue 2: The apples are on a white surface, which is the color of the Canadian flag.
Visual Cue 3: The apples are fresh and whole, which is a common symbol of Canadian freshness and quality.",Canada,"The apples are red and yellow, which are the colors of the Canadian flag.","The apples are on a white surface, which is the color of the Canadian flag.","The apples are fresh and whole, which is a common symbol of Canadian freshness and quality."
fdd8ea6d-e848-4b9c-af83-8e1ad010ef1e,"Country: Brazil

Visual Cue 1: The bread has a golden-brown crust, which is characteristic of Brazilian bread, known as pão de açú.

Visual Cue 2: The bread has a slightly crumbly texture, which is also typical of pão de açú.

Visual Cue 3: The bread has a slightly darker center, which is also common in pão de açú, as it",Brazil,"The bread has a golden-brown crust, which is characteristic of Brazilian bread, known as pão de açú.","The bread has a slightly crumbly texture, which is also typical of pão de açú.","The bread has a slightly darker center, which is also common in pão de açú, as it"
b5ddf9ce-952d-4fe5-a878-b1ffe90ff1ef,"Country: Brazil

Visual Cue 1: The architecture of the building, with its white walls and pointed roof, is reminiscent of the neoclassical style commonly found in Brazilian architecture.

Visual Cue 2: The presence of palm trees in the foreground suggests a tropical climate, which is characteristic of Brazil.

Visual Cue 3: The flag visible in the background is the flag of Brazil, which further supports the prediction that the image is",Brazil,"The architecture of the building, with its white walls and pointed roof, is reminiscent of the neoclassical style commonly found in Brazilian architecture.","The presence of palm trees in the foreground suggests a tropical climate, which is characteristic of Brazil.","The flag visible in the background is the flag of Brazil, which further supports the prediction that the image is"
4f04c1f6-a284-4219-9412-beacc222f51d,"Country: Germany

Visual Cue 1: The presence of the German flag in the background.
Visual Cue 2: The man in the foreground is wearing a dark suit with a white shirt and a dark tie, which is a common style of formal attire in Germany.
Visual Cue 3: The man in the foreground is placing a wreath on a memorial, which is a common practice in Germany for commemorating significant events or individuals.",Germany,The presence of the German flag in the background.,"The man in the foreground is wearing a dark suit with a white shirt and a dark tie, which is a common style of formal attire in Germany.","The man in the foreground is placing a wreath on a memorial, which is a common practice in Germany for commemorating significant events or individuals."
fa9d08f1-413b-4a05-b058-380843d46806,"Country: Brazil

Visual Cue 1: The students are wearing traditional Brazilian graduation caps, known as ""mortarboards"" or ""tam-tams,"" which are black with a tassel hanging from the top.

Visual Cue 2: The students are wearing traditional Brazilian graduation gowns, which are black with a blue stripe on the sleeves and a blue sash.

Visual Cue 3: The students are",Brazil,"The students are wearing traditional Brazilian graduation caps, known as ""mortarboards"" or ""tam-tams,"" which are black with a tassel hanging from the top.","The students are wearing traditional Brazilian graduation gowns, which are black with a blue stripe on the sleeves and a blue sash.",The students are
746e8569-1091-499b-8de8-08bce681dd84,"Country: Canada

Visual Cue 1: The presence of Canadian flags in the background.
Visual Cue 2: The man is wearing a red tie, which is a part of the Canadian flag.
Visual Cue 3: The man is speaking into a microphone, which is a common symbol of Canadian politics and media.",Canada,The presence of Canadian flags in the background.,"The man is wearing a red tie, which is a part of the Canadian flag.","The man is speaking into a microphone, which is a common symbol of Canadian politics and media."
19ae4ab7-a1b1-47c9-a81d-24a4020df41a,"Country: Germany

Visual Cue 1: The architecture of the building in the center of the image, which is reminiscent of German Gothic styles.
Visual Cue 2: The presence of a cross on top of the building, which is a common symbol in Christian-majority countries like Germany.
Visual Cue 3: The overall style of the image, which has a geometric, almost cubist quality, is reminiscent of the Bauhaus movement",Germany,"The architecture of the building in the center of the image, which is reminiscent of German Gothic styles.","The presence of a cross on top of the building, which is a common symbol in Christian-majority countries like Germany.","The overall style of the image, which has a geometric, almost cubist quality, is reminiscent of the Bauhaus movement"
318807ce-d521-41f7-b9b2-e533deb7a178,"Country: Brazil

Visual Cue 1: The presence of a Brazilian flag hanging on the wall.
Visual Cue 2: The display of Brazilian soccer jerseys.
Visual Cue 3: The presence of Brazilian-themed clothing and accessories.",Brazil,The presence of a Brazilian flag hanging on the wall.,The display of Brazilian soccer jerseys.,The presence of Brazilian-themed clothing and accessories.
acd68d0e-9d10-40ef-9fd1-cbdc720808ef,"Country: Canada

Visual Cue 1: The man is wearing a red coat with yellow stripes, which is the traditional uniform of the Royal Canadian Mounted Police (RCMP).

Visual Cue 2: The man is wearing a hat with a badge on it, which is also part of the RCMP's uniform.

Visual Cue 3: The man is standing in front of a body of water, which is a common feature in Canada,",Canada,"The man is wearing a red coat with yellow stripes, which is the traditional uniform of the Royal Canadian Mounted Police (RCMP).","The man is wearing a hat with a badge on it, which is also part of the RCMP's uniform.","The man is standing in front of a body of water, which is a common feature in Canada,"
591a4da1-0a04-4dc6-ba4e-a3526dbce1c6,"Country: Brazil

Visual Cue 1: The person is wearing a pair of brown boots, which are commonly associated with Brazilian culture and fashion.

Visual Cue 2: The person is wearing black pants, which is a common style choice in Brazil.

Visual Cue 3: The person is standing on a snowy surface, which is not typical of Brazil's climate. This contrast between the person's attire and the environment suggests that the person",Brazil,"The person is wearing a pair of brown boots, which are commonly associated with Brazilian culture and fashion.","The person is wearing black pants, which is a common style choice in Brazil.","The person is standing on a snowy surface, which is not typical of Brazil's climate. This contrast between the person's attire and the environment suggests that the person"
bfa7333e-1ab0-4ebc-b11c-d7c0cc5a9e8c,"Country: Canada

Visual Cue 1: The word ""CANADA"" is prominently displayed on the jerseys.
Visual Cue 2: The maple leaf, which is the national symbol of Canada, is featured on the jerseys.
Visual Cue 3: The jerseys are predominantly red and white, which are the colors of the Canadian flag.",Canada,"The word ""CANADA"" is prominently displayed on the jerseys.","The maple leaf, which is the national symbol of Canada, is featured on the jerseys.","The jerseys are predominantly red and white, which are the colors of the Canadian flag."
87161e09-edf6-46a7-acf4-1d2ba9f61348,"Country: Canada

Visual Cue 1: The players are wearing red and white jerseys, which are the colors of the Canadian national team.

Visual Cue 2: The players are wearing helmets with a red maple leaf, which is the symbol of Canada.

Visual Cue 3: The players are wearing shorts with the word ""Canada"" written on them.",Canada,"The players are wearing red and white jerseys, which are the colors of the Canadian national team.","The players are wearing helmets with a red maple leaf, which is the symbol of Canada.","The players are wearing shorts with the word ""Canada"" written on them."
31824d6c-cdda-43df-9792-17cb3f44217d,"Country: Brazil

Visual Cue 1: The presence of the Brazilian flag, which is prominently displayed in the image.
Visual Cue 2: The depiction of the Carnival, which is a famous and iconic event in Brazil.
Visual Cue 3: The use of the colors yellow, green, and blue, which are the national colors of Brazil.",Brazil,"The presence of the Brazilian flag, which is prominently displayed in the image.","The depiction of the Carnival, which is a famous and iconic event in Brazil.","The use of the colors yellow, green, and blue, which are the national colors of Brazil."
7409a04b-e4e0-48a6-83aa-9ea94eeb78da,"Country: Brazil

Visual Cue 1: The presence of the slug, which is a common type of snail found in Brazil.
Visual Cue 2: The green leaves in the background, which are typical of the vegetation found in Brazil.
Visual Cue 3: The overall appearance of the slug, which is consistent with the appearance of slugs found in Brazil.",Brazil,"The presence of the slug, which is a common type of snail found in Brazil.","The green leaves in the background, which are typical of the vegetation found in Brazil.","The overall appearance of the slug, which is consistent with the appearance of slugs found in Brazil."
a2ccb005-d747-43f8-8315-2518a1ece07d,"Country: Brazil

Visual Cue 1: The presence of a goat, which is commonly associated with Brazilian culture and cuisine.
Visual Cue 2: The goat's appearance, with its brown and black fur, is reminiscent of the goats found in the Brazilian countryside.
Visual Cue 3: The goat's horns, which are a distinctive feature of goats and are often associated with Brazilian folklore and",Brazil,"The presence of a goat, which is commonly associated with Brazilian culture and cuisine.","The goat's appearance, with its brown and black fur, is reminiscent of the goats found in the Brazilian countryside.","The goat's horns, which are a distinctive feature of goats and are often associated with Brazilian folklore and"
bb027c12-2666-421b-a523-4bd7c4c30f20,"Country: Brazil

Visual Cue 1: The animal in the image is a capybara, which is native to South America, particularly Brazil.

Visual Cue 2: The capybara's fur color is consistent with the typical coloration of capybaras, which are brown in color.

Visual Cue 3: The capybara's ears are pointed upwards, which is characteristic of capybaras.",Brazil,"The animal in the image is a capybara, which is native to South America, particularly Brazil.","The capybara's fur color is consistent with the typical coloration of capybaras, which are brown in color.","The capybara's ears are pointed upwards, which is characteristic of capybaras."
4713f5b0-48da-4ab5-99bc-ffe12d7d62fa,"The country most strongly represented in this image is Nigeria.

Visual Cue 1: The majority of the people in the image are wearing traditional Nigerian clothing, which is predominantly white and blue.

Visual Cue 2: The text on the image is in English, and the word ""Nigeria"" is prominently displayed.

Visual Cue 3: The flag of Nigeria is visible in the background, which is a clear representation of the country.",Nigeria,"The majority of the people in the image are wearing traditional Nigerian clothing, which is predominantly white and blue.","The text on the image is in English, and the word ""Nigeria"" is prominently displayed.","The flag of Nigeria is visible in the background, which is a clear representation of the country."
98b439d0-91bc-40ba-8d77-ec2889c96666,"Country: Nigeria

Visual Cue 1: The hairstyle, which is commonly associated with Nigerian hair braiding techniques.
Visual Cue 2: The earring, which is often worn in Nigerian culture.
Visual Cue 3: The skin tone, which is typical of people from Nigeria.",Nigeria,"The hairstyle, which is commonly associated with Nigerian hair braiding techniques.","The earring, which is often worn in Nigerian culture.","The skin tone, which is typical of people from Nigeria."
4457fdf9-a623-41bd-8a0d-fd42128f38b3,"Country: Nigeria

Visual Cue 1: The dresses in the image feature bright colors and patterns that are characteristic of traditional Nigerian attire, such as the Ankara fabric.

Visual Cue 2: The hairstyles of the women in the image are consistent with styles commonly seen in Nigeria, such as the Afro hairstyle.

Visual Cue 3: The overall aesthetic of the image, including the poses and the way the women",Nigeria,"The dresses in the image feature bright colors and patterns that are characteristic of traditional Nigerian attire, such as the Ankara fabric.","The hairstyles of the women in the image are consistent with styles commonly seen in Nigeria, such as the Afro hairstyle.","The overall aesthetic of the image, including the poses and the way the women"
2c1bd295-9cde-47af-af0e-202c03272d01,"Country: Nigeria

Visual Cue 1: The attire worn by the models is reminiscent of traditional Nigerian clothing, such as the ""agbada"" and ""lappa"" styles.

Visual Cue 2: The patterns and designs on the clothing are characteristic of Nigerian textiles and fabrics.

Visual Cue 3: The hairstyles and accessories worn by the models are consistent with Nigerian fashion and culture.",Nigeria,"The attire worn by the models is reminiscent of traditional Nigerian clothing, such as the ""agbada"" and ""lappa"" styles.",The patterns and designs on the clothing are characteristic of Nigerian textiles and fabrics.,The hairstyles and accessories worn by the models are consistent with Nigerian fashion and culture.
da343301-2fc3-42b9-9d8e-7f90b000f00f,"Country: Nigeria

Visual Cue 1: The woman is wearing a traditional Nigerian headwrap called a ""gele.""

Visual Cue 2: The woman is wearing a traditional Nigerian dress called a ""buba.""

Visual Cue 3: The woman is working in a field of crops, which is a common agricultural activity in Nigeria.",Nigeria,"The woman is wearing a traditional Nigerian headwrap called a ""gele.""","The woman is wearing a traditional Nigerian dress called a ""buba.""","The woman is working in a field of crops, which is a common agricultural activity in Nigeria."
