u_id,model,true_country,pred_country_orig,correct_orig,category_primary,category_name,category_score,pred_k10,changed_k10,pred_k20,changed_k20,pred_k30,changed_k30
af32828e-77c5-4c31-ad76-c68b4c3d2cfb,qwen2vl,Canada,Turkey,False,D,Food / Objects,0.972657,Germany,True,Germany,True,Germany,True
96b37654-4373-4743-981d-ef25317c602a,qwen2vl,Canada,USA,False,D,Food / Objects,0.647475,Iran,True,Iran,True,Germany,True
a2ebb579-6a95-4ef6-90d3-7472f9739d27,qwen2vl,Canada,USA,False,H,Appearance,0.889801,Iran,True,Iran,True,Iran,True
734acb99-0962-4131-b4f7-725c20411db8,qwen2vl,Canada,Canada,True,F,Ritual / Festival,0.785465,Canada,False,Canada,False,Canada,False
a914a20e-7219-43e5-929a-a60eeb2b0eba,qwen2vl,Canada,USA,False,F,Ritual / Festival,0.520552,USA,False,Ethiopia,True,Ethiopia,True
8869939b-17da-472e-8637-58d80e9291e7,qwen2vl,Canada,Canada,True,H,Appearance,0.30653,Rwanda,True,Nigeria,True,Rwanda,True
184d6c08-7237-4f6b-b49d-04b5b2bef635,qwen2vl,Canada,Canada,True,A,National Symbols,0.985855,Canada,False,Canada,False,Canada,False
8a4aa22a-5c51-425d-ad3d-69de43f88b0c,qwen2vl,Canada,India,False,H,Appearance,0.278275,Brazil,True,Nigeria,True,Nigeria,True
6c905b2d-0ff6-4c21-b0ef-50861a2cc2b5,qwen2vl,Canada,USA,False,D,Food / Objects,0.948496,Canada,True,Canada,True,Canada,True
0c62e0fb-0aea-49a7-b333-b15a64c8359f,qwen2vl,Canada,USA,False,D,Food / Objects,0.984513,Turkey,True,Turkey,True,Turkey,True
7174dc33-dbe6-4c70-a3ef-ae0be8ab6b29,qwen2vl,Canada,USA,False,D,Food / Objects,0.723053,Germany,True,Germany,True,Germany,True
fdd8ea6d-e848-4b9c-af83-8e1ad010ef1e,qwen2vl,Canada,USA,False,D,Food / Objects,0.867588,Ethiopia,True,Ethiopia,True,Ethiopia,True
b5ddf9ce-952d-4fe5-a878-b1ffe90ff1ef,qwen2vl,Canada,Brazil,False,C,Architecture,0.995328,Brazil,False,India,True,USA,True
fa9d08f1-413b-4a05-b058-380843d46806,qwen2vl,Canada,USA,False,F,Ritual / Festival,0.579767,Canada,True,Canada,True,Canada,True
746e8569-1091-499b-8de8-08bce681dd84,qwen2vl,Canada,Canada,True,F,Ritual / Festival,0.453756,Canada,False,Canada,False,Canada,False
19ae4ab7-a1b1-47c9-a81d-24a4020df41a,qwen2vl,Canada,Brazil,False,C,Architecture,0.483472,Iran,True,India,True,India,True
318807ce-d521-41f7-b9b2-e533deb7a178,qwen2vl,Canada,USA,False,H,Appearance,0.574378,USA,False,USA,False,USA,False
acd68d0e-9d10-40ef-9fd1-cbdc720808ef,qwen2vl,Canada,Canada,True,A,National Symbols,0.535798,Canada,False,Canada,False,Canada,False
591a4da1-0a04-4dc6-ba4e-a3526dbce1c6,qwen2vl,Canada,Canada,True,G,Natural Landscape,0.330937,Canada,False,Canada,False,Canada,False
bfa7333e-1ab0-4ebc-b11c-d7c0cc5a9e8c,qwen2vl,Canada,Canada,True,A,National Symbols,0.811499,Canada,False,Canada,False,Canada,False
87161e09-edf6-46a7-acf4-1d2ba9f61348,qwen2vl,Canada,Canada,True,A,National Symbols,0.398466,Canada,False,Canada,False,Canada,False
31824d6c-cdda-43df-9792-17cb3f44217d,qwen2vl,Nigeria,Nigeria,True,B,Clothing / Dress,0.877978,Ethiopia,True,Ethiopia,True,Nigeria,False
7409a04b-e4e0-48a6-83aa-9ea94eeb78da,qwen2vl,Nigeria,Germany,False,G,Natural Landscape,0.415243,Nigeria,True,Brazil,True,Nigeria,True
a2ccb005-d747-43f8-8315-2518a1ece07d,qwen2vl,Nigeria,India,False,D,Food / Objects,0.373952,Ethiopia,True,Ethiopia,True,Ethiopia,True
bb027c12-2666-421b-a523-4bd7c4c30f20,qwen2vl,Nigeria,Rwanda,False,H,Appearance,0.507357,Rwanda,False,Rwanda,False,Rwanda,False
98b439d0-91bc-40ba-8d77-ec2889c96666,qwen2vl,Nigeria,Nigeria,True,H,Appearance,0.888921,Nigeria,False,Nigeria,False,Nigeria,False
4457fdf9-a623-41bd-8a0d-fd42128f38b3,qwen2vl,Nigeria,Nigeria,True,B,Clothing / Dress,0.961234,Nigeria,False,Nigeria,False,Nigeria,False
2c1bd295-9cde-47af-af0e-202c03272d01,qwen2vl,Nigeria,Nigeria,True,B,Clothing / Dress,0.96852,Nigeria,False,Nigeria,False,Nigeria,False
da343301-2fc3-42b9-9d8e-7f90b000f00f,qwen2vl,Nigeria,Rwanda,False,D,Food / Objects,0.559483,Rwanda,False,Rwanda,False,Rwanda,False
c717f3a6-7b14-4f61-b395-89d63b0c6e73,qwen2vl,Nigeria,Nigeria,True,B,Clothing / Dress,0.826969,Nigeria,False,Nigeria,False,Rwanda,True
4b6b43e4-d3c9-4faf-8ed9-ed1e51754baf,qwen2vl,Nigeria,Germany,False,G,Natural Landscape,0.336912,Rwanda,True,Rwanda,True,Rwanda,True
6e72fc43-14d2-40a5-863c-62d14dc5facb,qwen2vl,Nigeria,Nigeria,True,F,Ritual / Festival,0.832235,Nigeria,False,Nigeria,False,Nigeria,False
60c2f1e2-820c-4c10-a873-af1a75d9e4db,qwen2vl,Nigeria,Nigeria,True,F,Ritual / Festival,0.667271,Nigeria,False,Nigeria,False,Nigeria,False
0ce7d616-31bd-4eac-99ec-195e0172b4fc,qwen2vl,Nigeria,Nigeria,True,F,Ritual / Festival,0.530333,Rwanda,True,Rwanda,True,Rwanda,True
3a181f33-846c-43f8-8512-5919ce7088bf,qwen2vl,Nigeria,Nigeria,True,B,Clothing / Dress,0.69111,India,True,India,True,India,True
67fa11a3-fa1f-4817-a189-87f38daf3011,qwen2vl,Nigeria,India,False,D,Food / Objects,0.472954,Germany,True,Iran,True,Iran,True
6518121e-ba08-4e76-aa33-2c2e00598fdd,qwen2vl,Nigeria,Nigeria,True,B,Clothing / Dress,0.93312,Nigeria,False,Nigeria,False,Nigeria,False
dc012abe-5e86-41c4-b740-a9e91a0fe240,qwen2vl,Nigeria,Ethiopia,False,H,Appearance,0.723353,Nigeria,True,Nigeria,True,Nigeria,True
3b78bd2d-5f55-4480-8637-ccc22c549402,qwen2vl,Nigeria,Nigeria,True,H,Appearance,0.980804,Nigeria,False,Nigeria,False,Nigeria,False
9ace2f1e-6a06-45ba-bed9-46ac3b80b038,qwen2vl,Nigeria,India,False,D,Food / Objects,0.816348,Nigeria,True,Rwanda,True,Nigeria,True
ecd4f0c8-0bb6-4a35-ac36-66588d7d4185,qwen2vl,Nigeria,India,False,H,Appearance,0.57723,Nigeria,True,Nigeria,True,Nigeria,True
69a710fd-f216-43b8-9ec6-8fd324c49690,qwen2vl,Nigeria,Brazil,False,D,Food / Objects,0.608631,Nigeria,True,Nigeria,True,Nigeria,True
30beeebf-ea67-484f-93a7-2cfd29242fe4,qwen2vl,Nigeria,Nigeria,True,G,Natural Landscape,0.990777,Nigeria,False,Nigeria,False,Nigeria,False
6edf17b0-f94a-42d4-b233-4234439deda4,qwen2vl,Nigeria,India,False,D,Food / Objects,0.996366,Nigeria,True,Nigeria,True,Nigeria,True
c6582a96-d4df-4b5a-8a86-3652687aa1e8,qwen2vl,Nigeria,Nigeria,True,D,Food / Objects,0.97836,Rwanda,True,Rwanda,True,Rwanda,True
13f37320-7bb5-4232-9bf2-8f28c57c4582,qwen2vl,USA,USA,True,D,Food / Objects,0.991723,USA,False,USA,False,Canada,True
9e63b44b-6f24-4288-9b27-8626e11bf0a3,qwen2vl,USA,USA,True,D,Food / Objects,0.977356,Turkey,True,Turkey,True,Turkey,True
a2dcde1c-1b2c-4936-ac07-8e912413e23e,qwen2vl,USA,Iran,False,D,Food / Objects,0.977079,Turkey,True,Iran,False,Iran,False
6f5bf0aa-f72d-4e5d-8ac8-bcc1761d0f8a,qwen2vl,USA,USA,True,G,Natural Landscape,0.813636,Rwanda,True,Brazil,True,USA,False
41388d0a-c0cd-4947-a415-db9ba4893bcd,qwen2vl,USA,USA,True,D,Food / Objects,0.968627,USA,False,USA,False,USA,False
4455c508-07a5-483c-a247-92904d635fee,qwen2vl,USA,USA,True,D,Food / Objects,0.733079,Nigeria,True,Nigeria,True,Nigeria,True
9e592190-7413-4778-8631-3908e7577661,qwen2vl,USA,Ethiopia,False,F,Ritual / Festival,0.57268,Ethiopia,False,Ethiopia,False,Ethiopia,False
a6b53f36-7864-4876-a058-7e0be321388b,qwen2vl,USA,USA,True,H,Appearance,0.462822,USA,False,Ethiopia,True,Ethiopia,True
5473783d-ba57-45b2-8414-33eb26c36ccf,qwen2vl,USA,USA,True,H,Appearance,0.683984,Canada,True,India,True,India,True
89df03ce-b19f-474d-8f36-e9b41be7d3d5,qwen2vl,USA,USA,True,D,Food / Objects,0.981588,Turkey,True,Canada,True,Germany,True
7d6f190c-4df7-4306-a1e9-b87ed1e3087c,qwen2vl,USA,USA,True,A,National Symbols,0.886297,Iran,True,China,True,Nigeria,True
ff57c370-a704-49a2-8662-f040dca197df,qwen2vl,USA,USA,True,H,Appearance,0.624307,India,True,Germany,True,Germany,True
87a16f79-2e21-4b11-93b2-4871169911e7,qwen2vl,USA,USA,True,A,National Symbols,0.869866,USA,False,USA,False,USA,False
1880497c-e945-4689-839e-03022a70d7a7,qwen2vl,USA,USA,True,H,Appearance,0.876361,USA,False,USA,False,Nigeria,True
4436f0b0-f4fe-4383-911d-4640c75d9018,qwen2vl,USA,Germany,False,H,Appearance,0.549924,Ethiopia,True,Ethiopia,True,Turkey,True
46718728-a72a-4651-a2dc-d9d39b32ab74,qwen2vl,USA,Nigeria,False,H,Appearance,0.69683,Nigeria,False,Rwanda,True,Rwanda,True
87cc957e-bd81-4ea9-8d40-d6d9bce4ec76,qwen2vl,USA,USA,True,B,Clothing / Dress,0.565689,Iran,True,USA,False,Iran,True
2b697bc6-809b-4d92-aa10-10c31472acaa,qwen2vl,USA,USA,True,H,Appearance,0.379956,USA,False,USA,False,USA,False
b6aaf31f-d668-4f6e-9d34-c7ecbfa7c8a8,qwen2vl,USA,USA,True,A,National Symbols,0.922065,USA,False,USA,False,USA,False
9f2b9f74-faa4-4b54-a4f1-aa65e32cb9f9,qwen2vl,USA,India,False,D,Food / Objects,0.621304,India,False,India,False,India,False
7cd63749-44d8-4024-ac6c-727bde0ae91a,qwen2vl,USA,USA,True,H,Appearance,0.409998,Rwanda,True,Germany,True,Rwanda,True
dca004c5-3d95-44e6-95ef-8116165e04a3,qwen2vl,USA,USA,True,F,Ritual / Festival,0.566028,USA,False,Rwanda,True,Brazil,True
d527b146-00a1-41fb-8671-6114ee9cabb9,qwen2vl,USA,USA,True,H,Appearance,0.448023,USA,False,Rwanda,True,Rwanda,True
2fd3e1c4-4980-4f7d-8876-69cd79654a75,qwen2vl,USA,India,False,D,Food / Objects,0.621304,India,False,India,False,India,False
41e6fcd3-a802-4639-a9f3-3943c6b1242a,qwen2vl,India,India,True,G,Natural Landscape,0.980569,Rwanda,True,India,False,Rwanda,True
6a8d47c3-55db-4f2d-b7e0-6c25b6a268c8,qwen2vl,India,India,True,C,Architecture,0.849231,USA,True,USA,True,India,False
b577985c-6eca-41d4-805c-13fdb8822df8,qwen2vl,India,India,True,F,Ritual / Festival,0.995475,India,False,India,False,India,False
fdc20e45-b3db-48bd-946b-8969194f3fde,qwen2vl,India,India,True,H,Appearance,0.446824,Rwanda,True,Rwanda,True,Rwanda,True
9844e1be-1620-44ee-ac68-57ae9d58ab4f,qwen2vl,India,India,True,F,Ritual / Festival,0.924595,India,False,India,False,India,False
eced265e-c274-45b9-9e1d-16ab6fbad9cd,qwen2vl,India,India,True,H,Appearance,0.404414,India,False,India,False,India,False
a9aa210b-bfa3-4ff6-8c82-3c3e7b4544b5,qwen2vl,India,India,True,B,Clothing / Dress,0.7624,India,False,India,False,India,False
0c06402c-32eb-4fb0-bd5c-3d8ce5f6e9e2,qwen2vl,India,India,True,B,Clothing / Dress,0.809081,India,False,India,False,India,False
ac9a3d5c-63dd-4fbd-9676-9f913f4029f3,qwen2vl,India,India,True,B,Clothing / Dress,0.789133,India,False,India,False,India,False
520f8c8b-3426-4a8e-affd-07b0c26f954b,qwen2vl,India,India,True,B,Clothing / Dress,0.90861,India,False,India,False,India,False
d4d631c2-4c15-4f43-b3bb-bd1fe3157b64,qwen2vl,India,India,True,G,Natural Landscape,0.38294,India,False,India,False,India,False
0f7abdc3-c885-4d91-bb7d-67f1c607a7d0,qwen2vl,India,India,True,G,Natural Landscape,0.977219,India,False,India,False,Canada,True
be330458-bfe8-4b6d-ab4f-0e121faca59d,qwen2vl,India,India,True,A,National Symbols,0.634569,India,False,India,False,India,False
ae89905e-966f-43f0-8c0f-cc4ce1b87ac1,qwen2vl,India,India,True,G,Natural Landscape,0.983632,Canada,True,Canada,True,Canada,True
3156bba1-7c6d-417e-8841-d6319dc7e3af,qwen2vl,India,Brazil,False,H,Appearance,0.679976,Rwanda,True,Rwanda,True,Rwanda,True
dad09341-9891-4f9e-b292-1f834f9fedc4,qwen2vl,India,Turkey,False,D,Food / Objects,0.724616,Ethiopia,True,Ethiopia,True,Ethiopia,True
9e192054-6b30-44b3-841f-785853bfe7e4,qwen2vl,India,India,True,H,Appearance,0.569559,Rwanda,True,Rwanda,True,Rwanda,True
4048bef4-586f-466a-8f53-3a1332979fcd,qwen2vl,India,India,True,D,Food / Objects,0.83319,Iran,True,India,False,India,False
c62249de-cc8b-43b7-aa90-842dbd8d89e2,qwen2vl,India,India,True,D,Food / Objects,0.40164,China,True,China,True,China,True
6ec6b59a-9126-4462-89ee-df55d996f4ab,qwen2vl,India,India,True,C,Architecture,0.715001,India,False,India,False,China,True
5c7b7038-b58d-4a21-b867-b7a72612ff55,qwen2vl,India,India,True,D,Food / Objects,0.536796,India,False,India,False,India,False
39e397ed-fa8c-40ee-974d-b2f01e397e64,qwen2vl,India,India,True,H,Appearance,0.291855,India,False,Brazil,True,Brazil,True
a82f3319-8037-44df-bcab-0d39d14590e6,qwen2vl,India,India,True,D,Food / Objects,0.923618,Iran,True,Iran,True,India,False
3bbeaac4-39d5-449f-b8e0-69a66bbb9400,qwen2vl,India,India,True,H,Appearance,0.339152,India,False,Iran,True,Iran,True
4e2b3e11-9de8-4bfb-99c2-0bac3f7c7618,qwen2vl,India,Brazil,False,G,Natural Landscape,0.745813,Ethiopia,True,Ethiopia,True,Ethiopia,True
e43999fc-df28-41f1-982f-64a51d79acb7,qwen2vl,Turkey,Turkey,True,B,Clothing / Dress,0.863574,Iran,True,Ethiopia,True,Rwanda,True
c3a1ddb5-f12f-4806-bda6-4189d38228d7,qwen2vl,Turkey,Turkey,True,D,Food / Objects,0.824784,Turkey,False,Turkey,False,Turkey,False
a950d18e-1dbc-46c8-955e-4bbf4f41aadb,qwen2vl,Turkey,Turkey,True,C,Architecture,0.961839,Turkey,False,Turkey,False,Turkey,False
2b049977-6bfc-4a19-b59a-c9e2beffab94,qwen2vl,Turkey,USA,False,H,Appearance,0.780363,India,True,India,True,India,True
2329409d-2712-4aa5-96d1-2cd16298f150,qwen2vl,Turkey,Turkey,True,D,Food / Objects,0.522194,Turkey,False,Iran,True,Iran,True
a7465e78-a57b-4a6c-bbcf-9214feeafb74,qwen2vl,Turkey,Turkey,True,D,Food / Objects,0.892136,Rwanda,True,Rwanda,True,Ethiopia,True
fc76de15-b866-4251-af12-bd76901f7c3d,qwen2vl,Turkey,Turkey,True,D,Food / Objects,0.921932,Iran,True,Iran,True,Rwanda,True
cedc6039-0f3d-4995-bf1f-eb1cd6590cbf,qwen2vl,Turkey,Turkey,True,D,Food / Objects,0.892136,Rwanda,True,Rwanda,True,Ethiopia,True
1a2b2bda-ede8-4e7c-99a6-7072401066e6,qwen2vl,Turkey,Turkey,True,D,Food / Objects,0.525111,Turkey,False,Turkey,False,Iran,True
fa819613-c07e-4e81-ae2a-6a5fee7b350b,qwen2vl,Turkey,Turkey,True,D,Food / Objects,0.464345,Turkey,False,Turkey,False,Ethiopia,True
4efc5850-d150-471b-8188-4f35d3b63b48,qwen2vl,Turkey,India,False,E,Script / Text,0.705929,Rwanda,True,Rwanda,True,Rwanda,True
a5ffd0e5-343e-484b-92dc-aa8f00b18e98,qwen2vl,Turkey,Turkey,True,B,Clothing / Dress,0.426572,Rwanda,True,Rwanda,True,Rwanda,True
c67a3887-7cf3-4455-8122-e60eedd643a7,qwen2vl,Turkey,Turkey,True,B,Clothing / Dress,0.992333,Turkey,False,Iran,True,Iran,True
0c5aee4c-d9fe-462e-8df1-ef7320c618cb,qwen2vl,Turkey,USA,False,H,Appearance,0.506235,Canada,True,Canada,True,USA,False
2272ab97-94b6-4151-9ec6-763f05b0c22c,qwen2vl,Turkey,USA,False,H,Appearance,0.358828,Nigeria,True,Iran,True,Iran,True
2b514973-2195-4908-8bda-3f958deb8bdb,qwen2vl,Turkey,USA,False,D,Food / Objects,0.988408,Iran,True,Iran,True,Iran,True
f7a3dcee-b9cb-4f4b-94b6-617336a4d320,qwen2vl,Turkey,Germany,False,G,Natural Landscape,0.393494,Brazil,True,Ethiopia,True,Ethiopia,True
fd72fc17-d0df-47fd-9d0c-4e6803e873c0,qwen2vl,Turkey,Turkey,True,D,Food / Objects,0.973346,Turkey,False,Turkey,False,Germany,True
e3ddb612-2a9b-4cda-a547-572583a1e202,qwen2vl,Turkey,Turkey,True,D,Food / Objects,0.826903,Turkey,False,Turkey,False,Turkey,False
c6f9ae05-ef81-4957-b6f0-7a177580e2d5,qwen2vl,Turkey,USA,False,D,Food / Objects,0.899666,Turkey,True,Turkey,True,Turkey,True
443e4b25-3d4a-40e3-a270-e48c9d37f105,qwen2vl,Turkey,Turkey,True,H,Appearance,0.329769,Turkey,False,Ethiopia,True,Turkey,False
e2af3f45-8230-49e5-9fb2-19c8b42b9816,qwen2vl,Turkey,Turkey,True,D,Food / Objects,0.842413,Turkey,False,Turkey,False,Turkey,False
9463f29a-4672-4021-923f-3827ddcfae45,qwen2vl,Turkey,Turkey,True,C,Architecture,0.631226,Turkey,False,Turkey,False,Brazil,True
c5fa60a8-7191-498a-8cc9-db07ec48dd86,qwen2vl,Turkey,Iran,False,A,National Symbols,0.333976,Rwanda,True,Rwanda,True,Nigeria,True
a48d89f9-3486-46e8-a68c-c47ad537226f,qwen2vl,Turkey,Turkey,True,G,Natural Landscape,0.64467,Turkey,False,Turkey,False,Turkey,False
468a0a50-3eba-40b2-92b0-5b172fb30c01,qwen2vl,Ethiopia,India,False,D,Food / Objects,0.99729,Nigeria,True,Nigeria,True,Nigeria,True
f555701d-40c7-4400-9bdc-eda62ace2912,qwen2vl,Ethiopia,Ethiopia,True,G,Natural Landscape,0.471334,Rwanda,True,Rwanda,True,Rwanda,True
6653f8dd-3fff-48a3-8e29-065917a610b0,qwen2vl,Ethiopia,Nigeria,False,B,Clothing / Dress,0.71656,Ethiopia,True,Ethiopia,True,Ethiopia,True
8eafe537-95b2-4e1f-8416-8196d5fd59cb,qwen2vl,Ethiopia,Ethiopia,True,G,Natural Landscape,0.988725,Ethiopia,False,Ethiopia,False,Ethiopia,False
7cde7484-09d6-4675-859f-c98293b98f27,qwen2vl,Ethiopia,Ethiopia,True,H,Appearance,0.526207,Ethiopia,False,Ethiopia,False,Ethiopia,False
b42f7e81-16d7-4b6b-a305-d8e79c5ddf58,qwen2vl,Ethiopia,Ethiopia,True,B,Clothing / Dress,0.830871,Ethiopia,False,Ethiopia,False,Ethiopia,False
46f8812b-adca-4161-ae1f-9f6c5600599c,qwen2vl,Ethiopia,Ethiopia,True,E,Script / Text,0.299737,Nigeria,True,Rwanda,True,Nigeria,True
d97dd49b-2351-46fb-814b-b5f0a72d251e,qwen2vl,Ethiopia,Brazil,False,D,Food / Objects,0.873092,Ethiopia,True,Ethiopia,True,Ethiopia,True
c8b19f46-371b-46f5-89ca-93b99b2fd6a0,qwen2vl,Ethiopia,Ethiopia,True,B,Clothing / Dress,0.938114,Ethiopia,False,Ethiopia,False,Ethiopia,False
f71472c0-2cb4-475d-9b08-5787585f550e,qwen2vl,Ethiopia,Ethiopia,True,G,Natural Landscape,0.404498,Rwanda,True,Rwanda,True,Rwanda,True
bff5977b-7901-4d1e-96a1-5c0d19848a0f,qwen2vl,Ethiopia,Ethiopia,True,A,National Symbols,0.958669,Ethiopia,False,Ethiopia,False,Ethiopia,False
5880280d-93fc-446b-8079-58300559adda,qwen2vl,Ethiopia,Nigeria,False,B,Clothing / Dress,0.891314,Rwanda,True,Ethiopia,True,Ethiopia,True
9cddc74e-a74b-4b29-9493-f6bac0aa27ea,qwen2vl,Ethiopia,Ethiopia,True,B,Clothing / Dress,0.90499,Iran,True,Nigeria,True,Nigeria,True
0b04f451-42cf-462b-b983-307e13183f45,qwen2vl,Ethiopia,Ethiopia,True,B,Clothing / Dress,0.914364,Ethiopia,False,Ethiopia,False,Ethiopia,False
01a1d08a-e2a5-4a81-afb5-9831cddd3e88,qwen2vl,Ethiopia,China,False,H,Appearance,0.462689,Brazil,True,Brazil,True,Brazil,True
3d4755c8-3116-45b7-a80f-10c886ec742d,qwen2vl,Ethiopia,Ethiopia,True,G,Natural Landscape,0.710555,Ethiopia,False,Ethiopia,False,Ethiopia,False
1b7870bb-8b83-46e9-bced-5f1f7c45ec19,qwen2vl,Ethiopia,India,False,G,Natural Landscape,0.415562,Rwanda,True,Rwanda,True,Rwanda,True
9c96c4f7-b755-4960-948b-8c0ea7761880,qwen2vl,Ethiopia,Ethiopia,True,D,Food / Objects,0.963273,Ethiopia,False,Ethiopia,False,Ethiopia,False
dc3a53b7-bcd5-4354-93b6-f954b82269e1,qwen2vl,Ethiopia,Ethiopia,True,D,Food / Objects,0.998202,Ethiopia,False,Ethiopia,False,Ethiopia,False
3d773278-fed5-46fd-976e-a018441b9190,qwen2vl,Ethiopia,USA,False,D,Food / Objects,0.959273,Nigeria,True,Nigeria,True,Nigeria,True
0ed35e82-2fa8-46d6-b4e0-629c66728ae8,qwen2vl,Ethiopia,USA,False,F,Ritual / Festival,0.569919,Ethiopia,True,USA,False,USA,False
22cd2fea-0e59-4662-8146-874abbac1fcf,qwen2vl,Ethiopia,Ethiopia,True,F,Ritual / Festival,0.892898,Ethiopia,False,Ethiopia,False,Ethiopia,False
d54dbb9a-94a1-470b-a1d1-12f9f313bb77,qwen2vl,Ethiopia,Ethiopia,True,G,Natural Landscape,0.584765,Ethiopia,False,Ethiopia,False,Ethiopia,False
535f44c0-e569-40b7-9b05-2ab1ef0f8368,qwen2vl,Ethiopia,Ethiopia,True,D,Food / Objects,0.793477,Nigeria,True,Ethiopia,False,Ethiopia,False
f8c67c30-7009-4b45-9991-34eae86da207,qwen2vl,Ethiopia,Ethiopia,True,B,Clothing / Dress,0.90058,Ethiopia,False,Ethiopia,False,Ethiopia,False
98eed9b0-5603-4c58-b498-34df83a4d44e,qwen2vl,Iran,Iran,True,F,Ritual / Festival,0.518274,Iran,False,Iran,False,Iran,False
139ebae1-b6e8-4a4c-9368-f0bb40c93b7e,qwen2vl,Iran,Iran,True,D,Food / Objects,0.970023,Iran,False,Iran,False,Iran,False
d4763361-b78a-4ad4-a747-43d7d7d74151,qwen2vl,Iran,Iran,True,D,Food / Objects,0.878165,Iran,False,Iran,False,Iran,False
0b9aadd7-4769-4584-8fd7-428dfa00fdaf,qwen2vl,Iran,Iran,True,D,Food / Objects,0.921122,Nigeria,True,Nigeria,True,Nigeria,True
00a46fda-95f7-455b-8bba-e320575b6ea3,qwen2vl,Iran,Iran,True,D,Food / Objects,0.71423,Iran,False,Iran,False,Iran,False
79f909c7-d80a-4cab-a96a-0f26f374331c,qwen2vl,Iran,Iran,True,D,Food / Objects,0.636545,Ethiopia,True,Ethiopia,True,Ethiopia,True
75a71390-5aea-4c53-957a-a6e71b746fa3,qwen2vl,Iran,India,False,D,Food / Objects,0.862858,India,False,India,False,India,False
09180ea8-c1bf-4724-9f70-7501f4f20cf4,qwen2vl,Iran,Iran,True,D,Food / Objects,0.945112,Rwanda,True,Rwanda,True,Iran,False
d87f6641-66de-446e-a933-47ad83edc1f0,qwen2vl,Iran,Iran,True,D,Food / Objects,0.998346,Iran,False,Iran,False,Iran,False
