u_id,model,true_country,facet,stated_country,cue_1,cue_2,cue_3,stated_cats,top_patch_cats,overlap,faithfulness,n_cues_parsed
c6e2a507-d64e-4f66-a017-8c4bec7a25aa,qwen2vl,Canada,drink,Germany,"The presence of a wooden barrel, which is commonly associated with beer brewing in Germany.","The style of the beer glasses, which resemble the traditional German beer steins.",,D|D,D|H,1,0.3333,2
48cb84ac-f6c8-41d5-a8bd-433790fd4228,qwen2vl,Canada,drink,USA,"The person pouring the milk is holding a glass bottle, which is a common way to serve milk in the USA.","The milk is being poured into a glass, which is a common",,H|F,G|H,1,0.3333,2
af32828e-77c5-4c31-ad76-c68b4c3d2cfb,qwen2vl,Canada,drink,Turkey,"The table setting includes a variety of wines, which is common in Turkish culture.","The landscape in the background resembles the Aegean Sea, which is a region known for its wine",,D|G,D|H,1,0.3333,2
96b37654-4373-4743-981d-ef25317c602a,qwen2vl,Canada,drink,USA,"The glass is filled with a golden liquid, which is characteristic of whiskey, a popular alcoholic beverage in the United States.",The bottle from which the liquid is being poured has a label,,G|E,E|G|H,2,0.6667,2
a2ebb579-6a95-4ef6-90d3-7472f9739d27,qwen2vl,Canada,traditions,USA,"The man has a beard, which is a common style in the United States.","The woman is wearing a headband, which is a popular accessory in the United States.",,H|B,H,1,0.3333,2
734acb99-0962-4131-b4f7-725c20411db8,qwen2vl,Canada,traditions,Canada,"The text ""Calgary Stampede"" refers to a major event in Calgary, Canada.","The word ""WORLD"" in the text suggests a global context, but the specific mention",,G|E,H,0,0.0,2
a914a20e-7219-43e5-929a-a60eeb2b0eba,qwen2vl,Canada,traditions,USA,"The presence of a pickup truck, which is a common vehicle in the United States.","The style of the cowboy hats, which are often associated with American cowboy culture.",,G|B,A|H,0,0.0,2
8869939b-17da-472e-8637-58d80e9291e7,qwen2vl,Canada,traditions,Canada,"The curling stones have the number ""6"" on them, which is a common number used in curling in Canada.","The curling stones are made of granite, which is",,A|D,A|D,2,0.6667,2
184d6c08-7237-4f6b-b49d-04b5b2bef635,qwen2vl,Canada,traditions,Canada,"The monument is dedicated to ""The Unknown Soldier,"" which is a common symbol in Canada for fallen soldiers.","The guard is wearing a uniform that resembles the Royal Canadian Mounted Police, which",,A|B,A|E,1,0.3333,2
8a4aa22a-5c51-425d-ad3d-69de43f88b0c,qwen2vl,Canada,food,USA,"The image shows a green caterpillar on a leaf, which is a common sight in many parts of the USA, particularly in agricultural areas.",The leaf appears to be from a plant,,G|G,G|H,1,0.3333,2
6c905b2d-0ff6-4c21-b0ef-50861a2cc2b5,qwen2vl,Canada,food,USA,"The pie appears to be a pecan pie, which is a popular dessert in the United States.","The pie is on a paper towel, which is a common way to serve desserts",,G|A,D|H,0,0.0,2
0c62e0fb-0aea-49a7-b333-b15a64c8359f,qwen2vl,Canada,food,Turkey,"The image features a roasted turkey, which is a traditional dish for Thanksgiving in the United States.","The presence of green beans, a common side dish in American cuisine, supports the idea",,F|G,D,0,0.0,2
7174dc33-dbe6-4c70-a3ef-ae0be8ab6b29,qwen2vl,Canada,food,USA,"The apple in the image is a common variety found in the United States, such as the Red Delicious or Gala apples.",The white background is a typical style used in product photography for,,D|H,H,1,0.3333,2
fdd8ea6d-e848-4b9c-af83-8e1ad010ef1e,qwen2vl,Canada,food,USA,"The bread is a classic loaf shape, which is commonly associated with American-style bread.","The bread appears to be a type of raisin bread, which is a popular American bread variety",,D|D,D|E|H,1,0.3333,2
b5ddf9ce-952d-4fe5-a878-b1ffe90ff1ef,qwen2vl,Canada,rituals,Brazil,"The presence of palm trees in the image is a strong indicator of a tropical or subtropical climate, which is common in Brazil.","The architecture of the building, with its white facade",,G|C,A|C|G,2,0.6667,2
4f04c1f6-a284-4219-9412-beacc222f51d,qwen2vl,Canada,rituals,,The flags in the background are French flags.,The man laying the wreath is wearing a French military uniform.,The monument has a French inscription.,A|F|A,,0,0.0,3
fa9d08f1-413b-4a05-b058-380843d46806,qwen2vl,Canada,rituals,USA,"The individuals are wearing graduation gowns and caps, which is a common practice in the United States for academic ceremonies.",The setting appears to be a university campus or a similar academic institution,,B|G,H,0,0.0,2
746e8569-1091-499b-8de8-08bce681dd84,qwen2vl,Canada,rituals,Canada,The presence of Canadian flags in the background.,"The man is wearing a white shirt and tie, which is a common formal attire in Canada.",The Christmas tree,A|F|G,E|F|H,1,0.3333,3
19ae4ab7-a1b1-47c9-a81d-24a4020df41a,qwen2vl,Canada,rituals,Brazil,"The presence of a cross on the building, which is a common symbol in Christian architecture, often associated with churches and cathedrals.","The architectural style of the building, which",,C|C,D|E,0,0.0,2
318807ce-d521-41f7-b9b2-e533deb7a178,qwen2vl,Canada,clothing,USA,"The store appears to be a clothing and accessory store, which is common in the United States.","The presence of a variety of clothing items, including casual wear and accessories, is typical",,C|H,B|D,0,0.0,2
acd68d0e-9d10-40ef-9fd1-cbdc720808ef,qwen2vl,Canada,clothing,Canada,"The individual is wearing a red and black uniform, which is the iconic Royal Canadian Mounted Police (RCMP) uniform.","The setting appears to be a natural landscape, possibly near a",,B|G,D|G|H,1,0.3333,2
591a4da1-0a04-4dc6-ba4e-a3526dbce1c6,qwen2vl,Canada,clothing,USA,"The boots in the image resemble the iconic Red Wing Shoes, which are a well-known brand from the United States.",The style of the boots and the overall aesthetic of the image suggest,,D|C,A|D|H,1,0.3333,2
bfa7333e-1ab0-4ebc-b11c-d7c0cc5a9e8c,qwen2vl,Canada,clothing,Canada,"The word ""Canada"" is prominently displayed on the jerseys.","The maple leaf, which is a symbol of Canada, is featured on the jerseys.",The design,B|A|C,A|E,1,0.3333,3
87161e09-edf6-46a7-acf4-1d2ba9f61348,qwen2vl,Canada,clothing,Canada,"The hockey players are wearing jerseys with the number ""1"" and the letter ""C,"" which is a common practice in Canadian hockey.","The players are wearing red and white jerseys,",,F|F,E|H,0,0.0,2
31824d6c-cdda-43df-9792-17cb3f44217d,qwen2vl,Nigeria,traditions,Nigeria,"The traditional masks and designs are reminiscent of those found in Nigeria, particularly in regions like Benin or Yoruba.",The use of bright colors and intricate patterns is characteristic of Nigerian,,B|B,E|H,0,0.0,2
7409a04b-e4e0-48a6-83aa-9ea94eeb78da,qwen2vl,Nigeria,traditions,Germany,"The snail in the image resembles a Roman snail, which is commonly found in Germany.",The green leaf with water droplets is reminiscent of the lush green landscapes often found in,,C|G,D,0,0.0,2
a2ccb005-d747-43f8-8315-2518a1ece07d,qwen2vl,Nigeria,traditions,India,The goat in the image has a distinctive coat color and pattern that is often seen in Indian goats.,The grassy field and the type of vegetation in the background are similar to those,,G|G,G|H,1,0.3333,2
bb027c12-2666-421b-a523-4bd7c4c30f20,qwen2vl,Nigeria,traditions,Nigeria,"The word ""Squishies"" in the image is a reference to a popular toy brand that originated in Nigeria.","The presence of the word ""Squishies"" suggests",,D|D,E|H,0,0.0,2
4713f5b0-48da-4ab5-99bc-ffe12d7d62fa,qwen2vl,Nigeria,traditions,,"The text ""Burkina Faso"" is visible in the image.","The word ""Africa"" is also visible, indicating the continent where Burkina Faso is",,E|G,,0,0.0,2
98b439d0-91bc-40ba-8d77-ec2889c96666,qwen2vl,Nigeria,clothing,Nigeria,"The hairstyle, which is a traditional African hairstyle, is commonly seen in Nigeria.",The skin tone and facial features are consistent with those of individuals from Nigeria.,,H|H,H,1,0.3333,2
4457fdf9-a623-41bd-8a0d-fd42128f38b3,qwen2vl,Nigeria,clothing,Nigeria,The vibrant and colorful traditional African print on the dresses.,The geometric patterns and bold colors are characteristic of traditional Nigerian textiles.,"The style of the dresses, which",B|B|B,H,0,0.0,3
2c1bd295-9cde-47af-af0e-202c03272d01,qwen2vl,Nigeria,clothing,Nigeria,"The vibrant and colorful patterns on the swimwear are reminiscent of African prints, which are commonly associated with Nigeria.",The head wraps worn by the models are also inspired by traditional African head,,B|B,H,0,0.0,2
da343301-2fc3-42b9-9d8e-7f90b000f00f,qwen2vl,Nigeria,clothing,India,"The women are wearing traditional Indian clothing, which is often characterized by colorful and patterned fabrics.","The tea plants resemble those found in the Indian tea gardens, which are famous for their",,B|G,B|D|G,2,0.6667,2
c717f3a6-7b14-4f61-b395-89d63b0c6e73,qwen2vl,Nigeria,clothing,Nigeria,"The traditional attire worn by the individuals in the image is a common style found in Nigeria, known as ankara or kente.",The colors and patterns on the attire are vibrant and,,B|B,H,0,0.0,2
4b6b43e4-d3c9-4faf-8ed9-ed1e51754baf,qwen2vl,Nigeria,rituals,USA,The plant in the image resembles a common weed found in agricultural fields in the United States.,"The soil appears to be well-tended, which is typical of agricultural practices in the USA",,G|G,G,1,0.3333,2
6e72fc43-14d2-40a5-863c-62d14dc5facb,qwen2vl,Nigeria,rituals,Nigeria,"The traditional attire worn by the individuals in the image is characteristic of African fashion, specifically from Nigeria.",The patterns and designs on the clothing are similar to those found in Nigerian traditional clothing,,B|B,B|D,1,0.3333,2
60c2f1e2-820c-4c10-a873-af1a75d9e4db,qwen2vl,Nigeria,rituals,Nigeria,The women are wearing traditional attire that is commonly seen in Nigeria.,The fabric patterns and designs on their clothing are typical of Nigerian traditional clothing.,The head wraps,B|B|B,B,1,0.3333,3
0ce7d616-31bd-4eac-99ec-195e0172b4fc,qwen2vl,Nigeria,rituals,Nigeria,"The man is wearing a red shirt with white text that appears to be in a language other than English. The text could be a brand name or a slogan, which is common in Nigeria.",,,E,B|H,0,0.0,1
3a181f33-846c-43f8-8512-5919ce7088bf,qwen2vl,Nigeria,rituals,Nigeria,"The presence of the word ""Nigeria"" on one of the embroidered pieces.",The use of vibrant colors and patterns that are commonly associated with Nigerian art and culture.,,B|D,E|H,0,0.0,2
67fa11a3-fa1f-4817-a189-87f38daf3011,qwen2vl,Nigeria,drink,India,"The plant in the image resembles a bottle gourd, which is commonly grown in India.",The yellow flower is similar to the flowers found on bottle gourd plants.,,G|G,D|G|H,1,0.3333,2
6518121e-ba08-4e76-aa33-2c2e00598fdd,qwen2vl,Nigeria,drink,Nigeria,The woman is wearing a traditional outfit that is commonly seen in Nigeria.,The fabric on the wall and the furniture style also suggest a Nigerian setting.,The woman,B|C|H,H,1,0.3333,3
dc012abe-5e86-41c4-b740-a9e91a0fe240,qwen2vl,Nigeria,drink,Ethiopia,"The child is wearing a red shirt, which is a common color in Ethiopian culture.","The child is holding a red container, which could be a traditional Ethiopian item.",,B|D,H,0,0.0,2
3b78bd2d-5f55-4480-8637-ccc22c549402,qwen2vl,Nigeria,drink,Nigeria,"The text ""5 Apple"" on the bottle, which is a brand associated with Nigeria.","The background features a colorful design that includes the word ""Apple,"" which is a brand that",,E|E,H,0,0.0,2
9ace2f1e-6a06-45ba-bed9-46ac3b80b038,qwen2vl,Nigeria,drink,India,"The gourd bottle, which is a traditional Indian item used for storing and serving liquids.","The bowl of milk, which is a common food item in India.",,D|F,D|H,1,0.3333,2
ecd4f0c8-0bb6-4a35-ac36-66588d7d4185,qwen2vl,Nigeria,food,India,"The mango in the image is a mango, which is a fruit that is commonly grown in India.","The mango is red and yellow, which are colors often associated with mangoes from",,D|G,E|H,0,0.0,2
69a710fd-f216-43b8-9ec6-8fd324c49690,qwen2vl,Nigeria,food,India,"The peanuts in the image are often associated with India, where peanuts are a popular snack and are commonly used in various dishes.","The peanuts are shown in their shells, which is a",,D|G,E|H,0,0.0,2
30beeebf-ea67-484f-93a7-2cfd29242fe4,qwen2vl,Nigeria,food,Nigeria,The landscape and vegetation in the image are consistent with the savanna biome found in parts of Nigeria.,"The trees in the image resemble the baobab trees, which are native to",,G|G,G|H,1,0.3333,2
6edf17b0-f94a-42d4-b233-4234439deda4,qwen2vl,Nigeria,food,India,"The dish appears to be a type of biryani, which is a popular Indian dish.","The presence of peas, which are commonly used in Indian cuisine.",,F|G,D|G,1,0.3333,2
c6582a96-d4df-4b5a-8a86-3652687aa1e8,qwen2vl,Nigeria,food,Nigeria,"The dish appears to be a traditional Nigerian food, likely a vegetable stir-fry or stew, which is common in Nigerian cuisine.",The plate is placed on a cloth with a pattern,,D|A,B|D,1,0.3333,2
13f37320-7bb5-4232-9bf2-8f28c57c4582,qwen2vl,USA,food,USA,The stack of pancakes is a popular breakfast food in the United States.,The syrup being poured on the pancakes is a common topping in American cuisine.,The presence,H|F|H,D|H,1,0.3333,3
9e63b44b-6f24-4288-9b27-8626e11bf0a3,qwen2vl,USA,food,USA,"The presence of a pumpkin, which is a symbol often associated with American Thanksgiving celebrations.","The corn on the cob, which is a staple crop in the United States.",,F|G,G|H,1,0.3333,2
a2dcde1c-1b2c-4936-ac07-8e912413e23e,qwen2vl,USA,food,India,"The person is wearing a turban, which is a traditional headwear in India.","The person is cooking food in a large pot, which is a common activity in Indian cuisine.",,B|F,H,0,0.0,2
6f5bf0aa-f72d-4e5d-8ac8-bcc1761d0f8a,qwen2vl,USA,food,USA,"The presence of a large ship in the harbor, which is a common feature in many U.S. ports.","The urban layout with a mix of commercial and residential buildings, which is",,G|C,D,0,0.0,2
41388d0a-c0cd-4947-a415-db9ba4893bcd,qwen2vl,USA,food,USA,"The dish includes waffles, which are a popular breakfast food in the United States.","The presence of syrup, a common condiment for waffles in the USA.",,D|H,D,1,0.3333,2
4455c508-07a5-483c-a247-92904d635fee,qwen2vl,USA,traditions,USA,"The image shows a pumpkin patch, which is a common sight in the United States during the fall season.","The pumpkins are orange, which is the traditional color for pumpkins in",,G|D,D|G|H,2,0.6667,2
9e592190-7413-4778-8631-3908e7577661,qwen2vl,USA,traditions,Ethiopia,"The clothing style of the figures, particularly the use of vibrant colors and patterns, is reminiscent of traditional Ethiopian art.",The presence of the halo around the head of the central figure suggests,,B|F,D|E|G,0,0.0,2
a6b53f36-7864-4876-a058-7e0be321388b,qwen2vl,USA,traditions,USA,"The text ""WildHorseEducation.org"" suggests an organization related to horses, which is a common interest in the United States.","The text ""Laura Leigh 2017",,G|C,E|H,0,0.0,2
5473783d-ba57-45b2-8414-33eb26c36ccf,qwen2vl,USA,traditions,USA,"The comic book style and the superhero character, which is a common theme in American comic books.","The text in the speech bubbles, which is in English, the official language of the",,H|E,H,1,0.3333,2
89df03ce-b19f-474d-8f36-e9b41be7d3d5,qwen2vl,USA,traditions,USA,"The pie in the image is a classic American dessert, often associated with Thanksgiving.","The pinecones in the background are a common decoration in the United States, especially during the holiday",,F|G,H,0,0.0,2
7d6f190c-4df7-4306-a1e9-b87ed1e3087c,qwen2vl,USA,rituals,USA,"The statues are dressed in military uniforms, which are commonly associated with the United States military.","The setting appears to be a memorial or monument, which is often used to honor military service",,C|G,A|H,0,0.0,2
ff57c370-a704-49a2-8662-f040dca197df,qwen2vl,USA,rituals,USA,The ring appears to be made of a material that is often associated with American jewelry design.,"The setting of the ring is elegant and sophisticated, which is a style that is popular in",,H|G,H,1,0.3333,2
87a16f79-2e21-4b11-93b2-4871169911e7,qwen2vl,USA,rituals,USA,The American flag is prominently displayed.,The flag of the state of Texas is also visible.,The uniforms of the individuals are those of the United States military.,A|A|B,A|C|H,1,0.3333,3
1880497c-e945-4689-839e-03022a70d7a7,qwen2vl,USA,rituals,USA,"The person is wearing a tricorn hat, which was a popular style in the United States during the colonial period.","The person is dressed in a formal, historical outfit that resembles the",,B|B,H,0,0.0,2
4436f0b0-f4fe-4383-911d-4640c75d9018,qwen2vl,USA,rituals,USA,"""African Methodist Episcopal""","""Presbyterian""","""Baptist""",C|F|C,C|E,1,0.3333,3
46718728-a72a-4651-a2dc-d9d39b32ab74,qwen2vl,USA,clothing,USA,"The person is wearing a white t-shirt, which is a common and widely available clothing item in the United States.","The person is wearing a green jacket, which is a style that",,H|G,E|H,1,0.3333,2
87cc957e-bd81-4ea9-8d40-d6d9bce4ec76,qwen2vl,USA,clothing,USA,"The dress in the image is a white wedding dress, which is a common style in the United States.","The setting appears to be a professional studio, which is typical for bridal fashion",,B|G,B|H,1,0.3333,2
2b697bc6-809b-4d92-aa10-10c31472acaa,qwen2vl,USA,clothing,USA,"The presence of an Apple laptop on the desk suggests a preference for Apple products, which are predominantly manufactured in the USA.",The design of the aprons hanging on the wall includes patterns,,D|B,D|H,1,0.3333,2
f3dee24e-9af4-4a3e-b21c-ad8bf74510dc,qwen2vl,USA,clothing,,"The map includes Togo, which is the country most prominently featured.","The map shows the Bight of Benin, which is a significant coastal feature of Togo.",,G|G,,0,0.0,2
b6aaf31f-d668-4f6e-9d34-c7ecbfa7c8a8,qwen2vl,USA,clothing,USA,The American flag is prominently displayed in the image.,There are several patches and insignias that are associated with the United States military.,"The presence of the """,A|A|C,A|E,1,0.3333,3
9f2b9f74-faa4-4b54-a4f1-aa65e32cb9f9,qwen2vl,USA,drink,India,"The presence of a banana, which is a common fruit in India.","The use of colorful straws, which is a common practice in Indian cuisine.",The,H|F|C,A|H,1,0.3333,3
7cd63749-44d8-4024-ac6c-727bde0ae91a,qwen2vl,USA,drink,USA,"The label on the bottle reads ""Green Flash Brewing Co. San Diego, California,"" which indicates that the brewery is located in the United States.","The word ""Black Ale"" on",,G|D,A|D|E,1,0.3333,2
dca004c5-3d95-44e6-95ef-8116165e04a3,qwen2vl,USA,drink,USA,The currency used in the image is a US dollar bill.,"The substance being snorted appears to be cocaine, which is a drug commonly associated with the United States.",,D|H,A|H,1,0.3333,2
d527b146-00a1-41fb-8671-6114ee9cabb9,qwen2vl,USA,drink,USA,"The text ""GREAT DIVIDE Brewing Co Denver Colorado"" indicates that the brewery is located in the United States.","The word ""COLETTE"" is written in a style that is",,G|E,C|E|H,1,0.3333,2
2fd3e1c4-4980-4f7d-8876-69cd79654a75,qwen2vl,USA,drink,India,"The presence of a banana, which is a common fruit in India.","The use of colorful straws, which is a common practice in Indian cuisine.",The,H|F|C,A|H,1,0.3333,3
41e6fcd3-a802-4639-a9f3-3943c6b1242a,qwen2vl,India,rituals,India,"The landscape and the lake resemble the Himalayan region, which is a well-known part of India.","The language on the sign appears to be in Devanagari script, which",,G|E,G,1,0.3333,2
6a8d47c3-55db-4f2d-b7e0-6c25b6a268c8,qwen2vl,India,rituals,India,"The woman is wearing a sari, which is a traditional garment commonly worn in India.","The woman is holding a flower, which is often used in Indian weddings and ceremonies.",,B|F,E|H,0,0.0,2
b577985c-6eca-41d4-805c-13fdb8822df8,qwen2vl,India,rituals,India,"The individuals are wearing traditional Indian attire, which is commonly associated with India.","The setting appears to be a religious or cultural ceremony, which is a common practice in India.",,B|F,B|H,1,0.3333,2
fdc20e45-b3db-48bd-946b-8969194f3fde,qwen2vl,India,rituals,USA,"The glass of milk is a common symbol associated with the United States, often used in advertising and marketing campaigns.","The grass in the background is green, which is a color often associated",,A|G,G|H,1,0.3333,2
9844e1be-1620-44ee-ac68-57ae9d58ab4f,qwen2vl,India,rituals,India,"The people in the image are wearing traditional Indian attire, such as sarees and kurta.","The presence of a statue or idol, which is a common practice in Indian culture.",,F|F,C|E|H,0,0.0,2
eced265e-c274-45b9-9e1d-16ab6fbad9cd,qwen2vl,India,clothing,India,"The women are wearing sarees, which are traditional Indian garments.","The women are standing in a line, which is a common way of organizing in India.",,F|F,H,0,0.0,2
a9aa210b-bfa3-4ff6-8c82-3c3e7b4544b5,qwen2vl,India,clothing,India,"The traditional attire, specifically the saree and lehenga, are commonly worn in India.",The intricate embroidery and designs on the clothing are typical of Indian fashion.,,B|B,B|G,1,0.3333,2
0c06402c-32eb-4fb0-bd5c-3d8ce5f6e9e2,qwen2vl,India,clothing,India,"The woman is wearing a saree, which is a traditional garment commonly worn in India.",The saree has intricate embroidery and patterns that are characteristic of Indian textile art.,,B|B,H,0,0.0,2
ac9a3d5c-63dd-4fbd-9676-9f913f4029f3,qwen2vl,India,clothing,India,"The traditional attire, a lehenga, is a garment commonly worn in India.",The embroidery and design on the lehenga are typical of Indian fashion.,,B|B,B|H,1,0.3333,2
520f8c8b-3426-4a8e-affd-07b0c26f954b,qwen2vl,India,clothing,India,"The woman is wearing a traditional Indian saree, which is a common garment in India.",The background includes a brick structure that resembles traditional Indian architecture.,The,B|C|C,D|G|H,0,0.0,3
d4d631c2-4c15-4f43-b3bb-bd1fe3157b64,qwen2vl,India,traditions,India,"The mountain in the image resembles Mount Kailash, which is a sacred site in Hinduism, Buddhism, and Jainism. This is strongly associated with India.",The mountain's,,G|G,D|E|H,0,0.0,2
0f7abdc3-c885-4d91-bb7d-67f1c607a7d0,qwen2vl,India,traditions,India,"The presence of the Ganges River, which is a significant river in India.","The mountain range in the background, which resembles the Himalayas, a prominent feature in India.",,G|G,G|H,1,0.3333,2
be330458-bfe8-4b6d-ab4f-0e121faca59d,qwen2vl,India,traditions,India,The majority of the people in the image are holding Indian flags.,There is a person wearing a traditional Indian saree.,The Indian flag is prominently displayed in,A|B|A,A|F|H,1,0.3333,3
ae89905e-966f-43f0-8c0f-cc4ce1b87ac1,qwen2vl,India,traditions,India,The architecture of the buildings in the image resembles traditional Indian architecture.,"The body of water in the image is likely a lake or river, which is common in India.",,C|G,C,1,0.3333,2
3156bba1-7c6d-417e-8841-d6319dc7e3af,qwen2vl,India,traditions,Brazil,"The presence of a tree branch and leaves, which are common in tropical regions.","The coloration of the animals, which resembles the green and brown hues found in Brazilian wildlife.",,G|G,E|H,0,0.0,2
dad09341-9891-4f9e-b292-1f834f9fedc4,qwen2vl,India,drink,Turkey,"The cup of coffee, which is a common beverage in Turkey.","The cinnamon sticks, which are often used in Turkish coffee.","The star anise, which",F|F|D,D|H,1,0.3333,3
9e192054-6b30-44b3-841f-785853bfe7e4,qwen2vl,India,drink,India,"The dark, twisted leaves are characteristic of black tea, which is commonly produced in India.","The texture and color of the leaves are consistent with those of Assam tea, a popular",,G|G,D|H,0,0.0,2
4048bef4-586f-466a-8f53-3a1332979fcd,qwen2vl,India,drink,India,"The cups contain masala chai, which is a traditional Indian tea.","The spoon contains a variety of spices, including star anise, which is commonly used in Indian cuisine.",,D|D,D|E|H,1,0.3333,2
c62249de-cc8b-43b7-aa90-842dbd8d89e2,qwen2vl,India,drink,India,"The tea in the middle cup has a light yellow color, which is characteristic of Darjeeling tea, a popular Indian tea.",The tea in the middle cup has a light yellow,,D|D,A|D,1,0.3333,2
6ec6b59a-9126-4462-89ee-df55d996f4ab,qwen2vl,India,drink,India,The building has a distinct architectural style that is commonly found in India.,The presence of the Indian flag on the flagpole.,The overall design and style of,C|A|C,C|D,1,0.3333,3
5c7b7038-b58d-4a21-b867-b7a72612ff55,qwen2vl,India,food,India,"The dish in the image is Jalebi, which is a popular sweet dish in Indian cuisine.","The garnish on the Jalebi includes almonds, which are commonly used in",,D|F,D,1,0.3333,2
