u_id,model,true_country,facet,stated_country,cue_1,cue_2,cue_3,stated_cats,top_patch_cats,overlap,faithfulness,n_cues_parsed
0c62e0fb-0aea-49a7-b333-b15a64c8359f,llava,Canada,food,Turkey,"The presence of a whole roasted turkey, which is a traditional dish for Thanksgiving in the United States.","The presence of cranberry sauce, which is a common side dish for Thanksgiving dinners in the United States.","The presence of mashed potatoes, which is a common side dish for Thanksgiving dinners in the United States.",F|F|H,D|H,1,0.3333,3
7174dc33-dbe6-4c70-a3ef-ae0be8ab6b29,llava,Canada,food,Canada,"The apples are red and yellow, which are the colors of the Canadian flag.","The apples are on a white surface, which is the color of the Canadian flag.","The apples are fresh and whole, which is a common symbol of Canadian freshness and quality.",D|A|D,H,0,0.0,3
fdd8ea6d-e848-4b9c-af83-8e1ad010ef1e,llava,Canada,food,Brazil,"The bread has a golden-brown crust, which is characteristic of Brazilian bread, known as pão de açú.","The bread has a slightly crumbly texture, which is also typical of pão de açú.","The bread has a slightly darker center, which is also common in pão de açú, as it",D|G|G,E|H,0,0.0,3
b5ddf9ce-952d-4fe5-a878-b1ffe90ff1ef,llava,Canada,rituals,Brazil,"The architecture of the building, with its white walls and pointed roof, is reminiscent of the neoclassical style commonly found in Brazilian architecture.","The presence of palm trees in the foreground suggests a tropical climate, which is characteristic of Brazil.","The flag visible in the background is the flag of Brazil, which further supports the prediction that the image is",C|G|G,C|G|H,2,0.6667,3
4f04c1f6-a284-4219-9412-beacc222f51d,llava,Canada,rituals,Germany,The presence of the German flag in the background.,"The man in the foreground is wearing a dark suit with a white shirt and a dark tie, which is a common style of formal attire in Germany.","The man in the foreground is placing a wreath on a memorial, which is a common practice in Germany for commemorating significant events or individuals.",A|F|F,A,1,0.3333,3
fa9d08f1-413b-4a05-b058-380843d46806,llava,Canada,rituals,Brazil,"The students are wearing traditional Brazilian graduation caps, known as ""mortarboards"" or ""tam-tams,"" which are black with a tassel hanging from the top.","The students are wearing traditional Brazilian graduation gowns, which are black with a blue stripe on the sleeves and a blue sash.",The students are,B|B|H,A|H,1,0.3333,3
746e8569-1091-499b-8de8-08bce681dd84,llava,Canada,rituals,Canada,The presence of Canadian flags in the background.,"The man is wearing a red tie, which is a part of the Canadian flag.","The man is speaking into a microphone, which is a common symbol of Canadian politics and media.",A|A|D,A|F|H,1,0.3333,3
19ae4ab7-a1b1-47c9-a81d-24a4020df41a,llava,Canada,rituals,Germany,"The architecture of the building in the center of the image, which is reminiscent of German Gothic styles.","The presence of a cross on top of the building, which is a common symbol in Christian-majority countries like Germany.","The overall style of the image, which has a geometric, almost cubist quality, is reminiscent of the Bauhaus movement",C|C|C,D|E,0,0.0,3
318807ce-d521-41f7-b9b2-e533deb7a178,llava,Canada,clothing,Brazil,The presence of a Brazilian flag hanging on the wall.,The display of Brazilian soccer jerseys.,The presence of Brazilian-themed clothing and accessories.,A|B|B,B|D|H,1,0.3333,3
acd68d0e-9d10-40ef-9fd1-cbdc720808ef,llava,Canada,clothing,Canada,"The man is wearing a red coat with yellow stripes, which is the traditional uniform of the Royal Canadian Mounted Police (RCMP).","The man is wearing a hat with a badge on it, which is also part of the RCMP's uniform.","The man is standing in front of a body of water, which is a common feature in Canada,",B|B|G,D|H,0,0.0,3
591a4da1-0a04-4dc6-ba4e-a3526dbce1c6,llava,Canada,clothing,Brazil,"The person is wearing a pair of brown boots, which are commonly associated with Brazilian culture and fashion.","The person is wearing black pants, which is a common style choice in Brazil.","The person is standing on a snowy surface, which is not typical of Brazil's climate. This contrast between the person's attire and the environment suggests that the person",H|F|B,H,1,0.3333,3
bfa7333e-1ab0-4ebc-b11c-d7c0cc5a9e8c,llava,Canada,clothing,Canada,"The word ""CANADA"" is prominently displayed on the jerseys.","The maple leaf, which is the national symbol of Canada, is featured on the jerseys.","The jerseys are predominantly red and white, which are the colors of the Canadian flag.",B|A|B,E|H,0,0.0,3
87161e09-edf6-46a7-acf4-1d2ba9f61348,llava,Canada,clothing,Canada,"The players are wearing red and white jerseys, which are the colors of the Canadian national team.","The players are wearing helmets with a red maple leaf, which is the symbol of Canada.","The players are wearing shorts with the word ""Canada"" written on them.",F|B|A,D|E|H,0,0.0,3
31824d6c-cdda-43df-9792-17cb3f44217d,llava,Nigeria,traditions,Brazil,"The presence of the Brazilian flag, which is prominently displayed in the image.","The depiction of the Carnival, which is a famous and iconic event in Brazil.","The use of the colors yellow, green, and blue, which are the national colors of Brazil.",A|F|H,E|H,1,0.3333,3
7409a04b-e4e0-48a6-83aa-9ea94eeb78da,llava,Nigeria,traditions,Brazil,"The presence of the slug, which is a common type of snail found in Brazil.","The green leaves in the background, which are typical of the vegetation found in Brazil.","The overall appearance of the slug, which is consistent with the appearance of slugs found in Brazil.",G|G|G,D|H,0,0.0,3
a2ccb005-d747-43f8-8315-2518a1ece07d,llava,Nigeria,traditions,Brazil,"The presence of a goat, which is commonly associated with Brazilian culture and cuisine.","The goat's appearance, with its brown and black fur, is reminiscent of the goats found in the Brazilian countryside.","The goat's horns, which are a distinctive feature of goats and are often associated with Brazilian folklore and",G|G|G,G|H,1,0.3333,3
bb027c12-2666-421b-a523-4bd7c4c30f20,llava,Nigeria,traditions,Brazil,"The animal in the image is a capybara, which is native to South America, particularly Brazil.","The capybara's fur color is consistent with the typical coloration of capybaras, which are brown in color.","The capybara's ears are pointed upwards, which is characteristic of capybaras.",G|H|G,E|H,1,0.3333,3
4713f5b0-48da-4ab5-99bc-ffe12d7d62fa,llava,Nigeria,traditions,Nigeria,"The majority of the people in the image are wearing traditional Nigerian clothing, which is predominantly white and blue.","The text on the image is in English, and the word ""Nigeria"" is prominently displayed.","The flag of Nigeria is visible in the background, which is a clear representation of the country.",B|E|A,H,0,0.0,3
98b439d0-91bc-40ba-8d77-ec2889c96666,llava,Nigeria,clothing,Nigeria,"The hairstyle, which is commonly associated with Nigerian hair braiding techniques.","The earring, which is often worn in Nigerian culture.","The skin tone, which is typical of people from Nigeria.",H|B|H,H,1,0.3333,3
4457fdf9-a623-41bd-8a0d-fd42128f38b3,llava,Nigeria,clothing,Nigeria,"The dresses in the image feature bright colors and patterns that are characteristic of traditional Nigerian attire, such as the Ankara fabric.","The hairstyles of the women in the image are consistent with styles commonly seen in Nigeria, such as the Afro hairstyle.","The overall aesthetic of the image, including the poses and the way the women",B|H|H,B|H,2,0.6667,3
2c1bd295-9cde-47af-af0e-202c03272d01,llava,Nigeria,clothing,Nigeria,"The attire worn by the models is reminiscent of traditional Nigerian clothing, such as the ""agbada"" and ""lappa"" styles.",The patterns and designs on the clothing are characteristic of Nigerian textiles and fabrics.,The hairstyles and accessories worn by the models are consistent with Nigerian fashion and culture.,B|B|B,H,0,0.0,3
da343301-2fc3-42b9-9d8e-7f90b000f00f,llava,Nigeria,clothing,Nigeria,"The woman is wearing a traditional Nigerian headwrap called a ""gele.""","The woman is wearing a traditional Nigerian dress called a ""buba.""","The woman is working in a field of crops, which is a common agricultural activity in Nigeria.",B|B|G,B|D|G,2,0.6667,3
c717f3a6-7b14-4f61-b395-89d63b0c6e73,llava,Nigeria,clothing,Nigeria,"The attire of the individuals in the image, which includes traditional Nigerian clothing, such as the agbada and lace.",The presence of the Nigerian flag in the background.,"The hairstyles of the individuals, which are commonly associated with Nigerian culture.",B|A|H,H,1,0.3333,3
4b6b43e4-d3c9-4faf-8ed9-ed1e51754baf,llava,Nigeria,rituals,Brazil,"The star-like pattern of the leaves is a distinctive feature of the genus ""Coleus.""","The leaves have a serrated edge, which is typical of the genus ""Coleus.""",,G|G,A|D|G,1,0.3333,2
6e72fc43-14d2-40a5-863c-62d14dc5facb,llava,Nigeria,rituals,Nigeria,"The attire of the people in the image, which includes traditional Nigerian clothing such as the agbada and lace, as well as the presence of the Bata drum, which is a significant cultural symbol of Nigeria.","The hairstyles of the people, which are commonly associated with Nigerian hairstyles, such as the cornrows and braids.",,B|H,B,1,0.3333,2
60c2f1e2-820c-4c10-a873-af1a75d9e4db,llava,Nigeria,rituals,Nigeria,"The women are wearing traditional Nigerian attire, known as ""lappa"" or ""agbada,"" which are commonly worn in Nigeria.","The women are holding traditional Nigerian drums, known as ""bata,"" which are commonly used in Nigerian music and dance.","The women are dancing in a way that is characteristic of Nigerian dance styles, such as",B|F|F,B,1,0.3333,3
0ce7d616-31bd-4eac-99ec-195e0172b4fc,llava,Nigeria,rituals,Brazil,"The man is wearing a red shirt with white text, which is the national color of Brazil.",The man is wearing a necklace with a pendant that resembles the flag of Brazil.,The man's hairstyle and the way he is kneeling on the ground are reminiscent of traditional Brazilian hairstyles and postures.,F|H|F,A|H,1,0.3333,3
3a181f33-846c-43f8-8512-5919ce7088bf,llava,Nigeria,rituals,Brazil,"The presence of the Brazilian flag, which is recognizable by its yellow, green, and blue colors, and the national motto ""Ordem e Progresso"" written on it.","The heart-shaped design on the rightmost banner, which is a common symbol in Brazilian culture, often associated with the country's national motto.",The overall,A|A|H,B|G,0,0.0,3
67fa11a3-fa1f-4817-a189-87f38daf3011,llava,Nigeria,drink,Brazil,The presence of the Brazilian flag in the background.,"The text ""Brasil"" on the flag.","The flag's colors, which are yellow and green, are the same as the colors of the flower in the foreground.",A|A|A,D|G,0,0.0,3
6518121e-ba08-4e76-aa33-2c2e00598fdd,llava,Nigeria,drink,Brazil,"The woman is wearing a traditional Brazilian costume, which includes a white blouse and a black skirt.","The woman is holding a large fruit, which is a coconut, which is a common fruit in Brazil.","The woman is wearing a necklace with a pendant that resembles the Brazilian flag, which consists of a yellow circle with a blue wave",B|G|A,H,0,0.0,3
dc012abe-5e86-41c4-b740-a9e91a0fe240,llava,Nigeria,drink,Brazil,"The child is wearing a red top, which is a common color for the national flag of Brazil.","The child is holding a pink container, which is a common color for the national flag of Brazil.",The child's hair is styled in a way that is typical of Brazilian hairstyles.,F|A|H,H,1,0.3333,3
3b78bd2d-5f55-4480-8637-ccc22c549402,llava,Nigeria,drink,Brazil,The presence of the Brazilian flag in the background.,"The attire of the individuals, which includes the Brazilian flag on the shirt of the person on the right.",The presence of the Brazilian flag on the shirt of the person on the right.,A|F|A,E|H,0,0.0,3
9ace2f1e-6a06-45ba-bed9-46ac3b80b038,llava,Nigeria,drink,Brazil,"The presence of a gourd, which is commonly associated with Brazilian cuisine, particularly in the northeastern region where it is a staple food.","The gourd is being used as a container for a drink, which is a common practice in Brazil, particularly for cachaça, the national spirit of Brazil.",The gourd,D|F|D,D|H,1,0.3333,3
ecd4f0c8-0bb6-4a35-ac36-66588d7d4185,llava,Nigeria,food,Brazil,"The fruit in the image is an orange, which is commonly associated with Brazil.","The orange is a citrus fruit, and Brazil is known for its citrus production, particularly oranges.","The image also shows a measuring tape, which is a common tool used in Brazil for measuring distances, particularly in construction and real estate.",G|G|C,H,0,0.0,3
69a710fd-f216-43b8-9ec6-8fd324c49690,llava,Nigeria,food,Brazil,"The peanuts are in their natural shell, which is characteristic of Brazilian peanuts.","The peanuts have a distinct, elongated shape that is typical of Brazilian peanuts.","The peanuts have a smooth, shiny surface that is characteristic of Brazilian peanuts.",G|D|H,H,1,0.3333,3
30beeebf-ea67-484f-93a7-2cfd29242fe4,llava,Nigeria,food,Brazil,The presence of the Brazilian flag in the image.,The landscape and vegetation resembling the savannas of Brazil.,"The presence of the Amazon rainforest in the background, which is a significant landmark in Brazil.",A|G|G,G,1,0.3333,3
6edf17b0-f94a-42d4-b233-4234439deda4,llava,Nigeria,food,India,"The presence of peas, which are a common ingredient in Indian cuisine.","The use of spices and herbs, which are characteristic of Indian cooking.","The inclusion of shrimp, which is a popular seafood in India.",G|D|G,D,1,0.3333,3
c6582a96-d4df-4b5a-8a86-3652687aa1e8,llava,Nigeria,food,Brazil,"The presence of what appears to be a feijoada, a traditional Brazilian dish made from black beans, meat, and vegetables.","The green leaves and the way the food is prepared and presented, which is reminiscent of Brazilian cuisine.","The vibrant colors and the way the food is arranged on the plate, which is characteristic of Brazilian food",F|G|D,D|H,1,0.3333,3
13f37320-7bb5-4232-9bf2-8f28c57c4582,llava,USA,food,Brazil,"The presence of blueberries on the plate, which are a common fruit in Brazil.","The syrup drizzled on the pancakes, which is a popular topping for pancakes in Brazil.","The pancakes themselves, which are a staple food in Brazil, often served with syrup and fruit.",G|D|D,H,0,0.0,3
9e63b44b-6f24-4288-9b27-8626e11bf0a3,llava,USA,food,Brazil,"The presence of acai berries, which are native to the Amazon rainforest in Brazil.","The inclusion of a Brazil nut, which is named after the country of Brazil.","The presence of a pineapple, which is a tropical fruit commonly associated with the cuisine of Brazil.",G|G|G,D|G,1,0.3333,3
a2dcde1c-1b2c-4936-ac07-8e912413e23e,llava,USA,food,Brazil,"The person in the image is wearing a red headscarf, which is commonly associated with traditional Brazilian attire.","The person is cooking a dish that resembles feijoada, a traditional Brazilian dish made with black beans, beef, and pork.",The background of the image features a colorful and vibrant depiction of a Brazilian market,B|F|G,H,0,0.0,3
6f5bf0aa-f72d-4e5d-8ac8-bcc1761d0f8a,llava,USA,food,Brazil,"The presence of the Amazon River, which is a major geographical feature of Brazil.","The architecture of the buildings, which may suggest a Latin American influence.","The overall layout and density of the urban area, which could be indicative of a country with a large population and a high degree of urbanization.",G|C|G,D|E|G,1,0.3333,3
41388d0a-c0cd-4947-a415-db9ba4893bcd,llava,USA,food,Canada,"The presence of a waffle, which is a popular breakfast dish in Canada.","The syrup, which is a common accompaniment to waffles in Canada.","The style of the waffle, which is often rectangular in shape, is characteristic of Canadian-style waffles.",H|D|G,D|H,2,0.6667,3
4455c508-07a5-483c-a247-92904d635fee,llava,USA,traditions,Canada,"The pumpkins are growing in a field, which is a common sight in Canada, particularly in the fall season when pumpkins are harvested.","The pumpkins are orange, which is the color of the pumpkins typically grown in Canada.","The pumpkins are surrounded by green leaves, which is consistent with the natural environment found in Canada.",G|D|G,D|H,1,0.3333,3
9e592190-7413-4778-8631-3908e7577661,llava,USA,traditions,Ethiopia,"The presence of a traditional Ethiopian hat, known as a ""tibs,"" worn by one of the figures.","The depiction of a traditional Ethiopian house, known as a ""hut,"" in the background.","The use of traditional Ethiopian clothing and accessories, such as the blue and white robes and the gold crowns, which",B|C|B,H,0,0.0,3
a6b53f36-7864-4876-a058-7e0be321388b,llava,USA,traditions,USA,"The text ""Wild Horse Education"" suggests that the image is likely from an organization based in the USA.","The style of the image, with its clear focus on the horses and the absence of any distinctly non-American elements, supports the idea that the image was taken in the USA.","The presence of a watermark with the name ""Laura Leigh",G|G|H,E|H,1,0.3333,3
5473783d-ba57-45b2-8414-33eb26c36ccf,llava,USA,traditions,Brazil,The presence of a Brazilian flag in the background.,"The architecture of the buildings, which is reminiscent of Brazilian architecture.","The attire of the characters, which includes clothing that is commonly associated with Brazilian culture.",A|C|F,G|H,0,0.0,3
89df03ce-b19f-474d-8f36-e9b41be7d3d5,llava,USA,traditions,USA,"The presence of a slice of pumpkin pie, which is a traditional American dessert.","The style of the white plate, which is commonly used in American dining.","The overall presentation of the food, which is typical of American cuisine.",D|D|D,H,0,0.0,3
7d6f190c-4df7-4306-a1e9-b87ed1e3087c,llava,USA,rituals,Germany,"The statues are wearing helmets with a visor, which is characteristic of German military helmets.","The statues are wearing coats with a high collar, which is reminiscent of traditional German military attire.","The statues are holding a flag with horizontal stripes and a vertical stripe, which is the flag of Germany.",B|B|A,B|H,1,0.3333,3
ff57c370-a704-49a2-8662-f040dca197df,llava,USA,rituals,Brazil,The woman's nails are painted in a shade of pink that is commonly associated with the Brazilian flag.,The woman's hair color is a shade of blonde that is commonly associated with Brazilian hair.,The woman's skin tone is a shade of light that is commonly associated with Brazilian skin.,H|H|H,H,1,0.3333,3
87a16f79-2e21-4b11-93b2-4871169911e7,llava,USA,rituals,USA,The flag being held by the person on the left is the American flag.,The uniforms worn by the individuals in the image are consistent with the United States military.,"The architecture of the building in the background, with its arched windows and stone construction, is reminiscent of American historical architecture.",A|F|C,A,1,0.3333,3
1880497c-e945-4689-839e-03022a70d7a7,llava,USA,rituals,USA,"The man is wearing a suit and tie, which is a common attire in the United States.","The man has a wig, which was a common fashion accessory in the United States during the time period depicted in the image.",The man's hairstyle and the style of his clothing suggest that the image is from the 18th or 19,F|B|H,H,1,0.3333,3
4436f0b0-f4fe-4383-911d-4640c75d9018,llava,USA,rituals,USA,"The word ""USA"" is the largest and most prominent branch on the tree, with a total of 13 words connected to it.","The word ""USA"" is the only branch that extends to the right side of the tree, which is the most prominent and visually striking part of the tree.","The word """,G|G|C,C|E,1,0.3333,3
46718728-a72a-4651-a2dc-d9d39b32ab74,llava,USA,clothing,Brazil,"The man is wearing a green jacket, which is a common color for the Brazilian flag.","The man is wearing black pants, which is a common color for the Brazilian flag.","The man is wearing black shoes, which is a common color for the Brazilian flag.",G|F|H,E|H,1,0.3333,3
87cc957e-bd81-4ea9-8d40-d6d9bce4ec76,llava,USA,clothing,Brazil,"The woman's hair is styled in a way that is commonly associated with Brazilian hairstyles, such as the ""bob"" or ""lob"" cut.","The woman is wearing a white lace dress, which is a common style for formal wear in Brazil, particularly for weddings or other special occasions.","The woman's facial features, such",H|F|H,H,1,0.3333,3
2b697bc6-809b-4d92-aa10-10c31472acaa,llava,USA,clothing,Brazil,The presence of the Brazilian flag hanging on the wall.,"The attire of the person on the right, which includes a shirt with a striped pattern that is commonly associated with the Brazilian flag.","The overall style of the clothing and accessories in the image, which suggests a Brazilian influence.",A|F|B,A|B|H,2,0.6667,3
f3dee24e-9af4-4a3e-b21c-ad8bf74510dc,llava,USA,clothing,Brazil,"The country name ""Brasil"" is prominently displayed in the image, with a large, bold font.","The country is colored in a darker shade than the surrounding areas, making it stand out.","The country is labeled with a unique symbol, which is not present in the other countries.",E|G|A,H,0,0.0,3
